,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_KNNBaseline_item_msd,990780,6040,3705,users from state US_CO excluded,KNNBaseline_item_msd,0.8854819826215167,9.863299146839477e-05,0.8850893174614539,-0.0002940321685943603,0.9056559012547831,0.020272551624734847,0.9056559012547831,0.020272551624734847,0.7907460693978143,-0.001028889703876712,0.7909968143932238,-0.0007781447084672655,0.7766906042571518,-0.015084354844539294,0.7766906042571518,-0.015084354844539294,0.7815342811635482,0.781724780653933,0.7703581009918793,0.7703581009918793,0.9078683773259622,0.9078577517038025,0.9084746519404072,0.9084746519404072,24.613478660583496,24.613478660583496,24.613478660583496,24.613478660583496,181.013325214386,346.477658033371,356.40192465782167,358.1935007095337,200041.8,196267.8,3774.0,3774.0
0000_SVD,990780,6040,3705,users from state US_CO excluded,SVD,0.8740930770050376,0.0008149763945952682,0.8736303061706397,0.0003522055601974383,0.8977402092655646,0.024462108655122328,0.8977402092655646,0.024462108655122328,0.7930444514861209,-0.0013564003124963975,0.7931308567535137,-0.0012699950451036113,0.7878745257996247,-0.00652632599899261,0.7878745257996247,-0.00652632599899261,0.784122329945746,0.7842085290751146,0.7791269416058848,0.7791269416058848,0.9089683296246361,0.9089710152056792,0.9088112986915762,0.9088112986915762,102.06039938926696,102.06039938926696,102.06039938926696,102.06039938926696,26.365187406539917,46.028895664215085,49.739955520629884,50.66919755935669,200041.8,196267.8,3774.0,3774.0
0001_KNNBaseline_item_msd,985609,6040,3706,users from state US_FL excluded,KNNBaseline_item_msd,0.885572944291124,0.00018959466107570933,0.8862500708622862,0.0008667212322379658,0.8627335105432943,-0.022649839086753998,0.8627335105432943,-0.022649839086753998,0.790879875409521,-0.0008950836921700622,0.7908478324888164,-0.0009271266128746403,0.7918465027497084,7.154364801731372e-05,0.7918465027497084,7.154364801731372e-05,0.7829304109964402,0.782924128997951,0.782998302649197,0.782998302649197,0.907758336286469,0.9076726035588217,0.9109282748909504,0.9109282748909504,26.329109144210815,26.329109144210815,26.329109144210815,26.329109144210815,186.79959979057313,342.7535305976868,349.186962223053,351.8341647624969,200041.8,194202.8,5839.0,5839.0
0001_SVD,985609,6040,3706,users from state US_FL excluded,SVD,0.8748789298535613,0.0016008292431189952,0.8753498237166399,0.0020717231061976316,0.8590675095875875,-0.014210591022854824,0.8590675095875875,-0.014210591022854824,0.7924578903016837,-0.0019429614969336262,0.7926055663133217,-0.0017952854852956168,0.7871946412799773,-0.0072062105186400105,0.7871946412799773,-0.0072062105186400105,0.7841308527334585,0.7842604230396258,0.7792455347185006,0.7792455347185006,0.9090247785945513,0.9089750298743062,0.910864059148819,0.910864059148819,100.76608681678772,100.76608681678772,100.76608681678772,100.76608681678772,27.24372215270996,52.10148439407349,56.23202562332153,56.4221305847168,200041.8,194202.8,5839.0,5839.0
0002_KNNBaseline_item_msd,989718,6040,3704,users from state US_NJ excluded,KNNBaseline_item_msd,0.8858144641436564,0.0004311145136081107,0.8857443789667657,0.0003610293367174444,0.8890127062685798,0.003629356638531478,0.8890127062685798,0.003629356638531478,0.7914400647423122,-0.0003348943593788345,0.7915339177731132,-0.000241041328577829,0.7871778788828105,-0.0045970802188805004,0.7871778788828105,-0.0045970802188805004,0.7826454074029866,0.7828880682997743,0.7716616826373391,0.7716616826373391,0.9080185657354388,0.9080780323052438,0.9053170809468802,0.9053170809468802,25.424811792373657,25.424811792373657,25.424811792373657,25.424811792373657,187.6944100856781,351.0400411605835,359.56429319381715,361.2223856449127,200041.8,195844.6,4197.2,4197.2
0002_SVD,989718,6040,3704,users from state US_NJ excluded,SVD,0.8743501528976239,0.0010720522871815463,0.8741025262721486,0.0008244256617062629,0.8857764547116117,0.012498354101169395,0.8857764547116117,0.012498354101169395,0.79294889465461,-0.0014519571440072543,0.7929703405445983,-0.0014305112540190512,0.7918694359326932,-0.0025314158659240915,0.7918694359326932,-0.0025314158659240915,0.7847222673313151,0.7847706048683069,0.7825808458151355,0.7825808458151355,0.9094426966102283,0.909470352551234,0.9081879105127808,0.9081879105127808,97.0818878173828,97.0818878173828,97.0818878173828,97.0818878173828,41.06523952484131,63.79702610969544,69.14745750427247,69.28111357688904,200041.8,195844.6,4197.2,4197.2
0003_KNNBaseline_item_msd,977636,6040,3702,users from state US_MA excluded,KNNBaseline_item_msd,0.8861267284914126,0.00074337886136433,0.8847560154717256,-0.0006273341583227232,0.9146175416322008,0.029234192002152493,0.9146175416322008,0.029234192002152493,0.7910363300549592,-0.0007386290467318313,0.791553813749094,-0.00022114535259709633,0.7810134232501913,-0.010761535851499748,0.7810134232501913,-0.010761535851499748,0.7821082459334973,0.7825535486637618,0.7735009714241239,0.7735009714241239,0.9078723843851855,0.9081023774540699,0.9034404985741791,0.9034404985741791,22.675172996520995,22.675172996520995,22.675172996520995,22.675172996520995,174.55239901542663,331.1048713684082,342.2587110519409,347.1055956363678,200041.8,191019.4,9022.4,9022.4
0003_SVD,977636,6040,3700,users from state US_MA excluded,SVD,0.8760013979168109,0.002723297306368555,0.874411094408744,0.0011329937983016736,0.9090231100441354,0.035745009433693076,0.9090231100441354,0.035745009433693076,0.792384616253985,-0.002016235544632261,0.7928692865101996,-0.0015315652884176911,0.7830087214540117,-0.011392130344605622,0.7830087214540117,-0.011392130344605622,0.7832989760117568,0.7838820364830104,0.7721038227035191,0.7721038227035191,0.9086536659537506,0.9089946752209054,0.9020862579913171,0.9020862579913171,97.30595154762268,97.30595154762268,97.30595154762268,97.30595154762268,35.53182134628296,51.72701306343079,55.35297608375549,57.08451056480408,200041.8,191019.4,9022.4,9022.4
0004_KNNBaseline_item_msd,964492,6040,3702,users from state US_NY excluded,KNNBaseline_item_msd,0.8865244254534705,0.0011410758234222662,0.884974128467731,-0.0004092211623172304,0.9064205737022972,0.02103722407224895,0.9064205737022972,0.02103722407224895,0.7905695552548201,-0.001205403846870956,0.7909161248137354,-0.0008588342879556343,0.7861456388931061,-0.005629320208584976,0.7861456388931061,-0.005629320208584976,0.7821284499697622,0.7824589735879955,0.7780614865969243,0.7780614865969243,0.9077174454590982,0.9078817803084392,0.9057420651221365,0.9057420651221365,22.740177726745607,22.740177726745607,22.740177726745607,22.740177726745607,170.10413641929625,319.8065375328064,340.51907405853274,347.85612654685974,200041.8,185751.4,14290.4,14290.4
0004_SVD,964492,6040,3702,users from state US_NY excluded,SVD,0.8759395316311569,0.0026614310207145886,0.8737325729037122,0.0004544722932698919,0.9041207911107509,0.030842690500308634,0.9041207911107509,0.030842690500308634,0.7917480159590938,-0.002652835839523471,0.7926388749715201,-0.0017619768270972225,0.7802270261819475,-0.0141738256166698,0.7802270261819475,-0.0141738256166698,0.7840890879111627,0.7851808131226328,0.7707035525879838,0.7707035525879838,0.9092284778988547,0.9097293467325752,0.9032061505980746,0.9032061505980746,97.79290628433228,97.79290628433228,97.79290628433228,97.79290628433228,32.64138331413269,50.0676146030426,54.226570224761964,56.58349657058716,200041.8,185751.4,14290.4,14290.4
