,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_KNNBaseline_item_msd,999638,6035,3706,5 user sample,KNNBaseline_item_msd,0.885293284023167,6.397490085474633e-05,0.8853092567786118,7.994765629959488e-05,0.8557659529309257,-0.029463356191386514,0.8557659529309257,-0.029463356191386514,0.7910405245382359,-0.001094356555996212,0.7909991752467636,-0.0011357058474685822,0.8383074177008438,0.04617253660661169,0.8383074177008438,0.04617253660661169,0.7829598968930613,0.782910936611684,0.8375696379793656,0.8375696379793656,0.9081403840692145,0.9081220336946376,0.930276166085445,0.930276166085445,28.085257959365844,28.085257959365844,28.085257959365844,28.085257959365844,230.72527785301207,437.1174890041351,442.2384294986725,442.24324436187743,200041.8,199927.6,114.2,114.2
0000_SVD,999638,6035,3706,5 user sample,SVD,0.8738817289226052,-0.0005148256479776681,0.8738840534977121,-0.000512501072870708,0.8689369855410061,-0.005459569029576783,0.8689369855410061,-0.005459569029576783,0.7921214740184592,-0.0015653974442526586,0.7920827110373427,-0.00160416042536915,0.8354230642947279,0.04173619283201602,0.8354230642947279,0.04173619283201602,0.7841947297177674,0.7841435669938452,0.8412815130274648,0.8412815130274648,0.9090660572582747,0.9090464939486834,0.9326620146715683,0.9326620146715683,128.93583898544313,128.93583898544313,128.93583898544313,128.93583898544313,58.07265963554382,86.85441908836364,92.49914193153381,92.5090226173401,200041.8,199927.6,114.2,114.2
0001_KNNBaseline_item_msd,999095,6035,3706,5 user sample,KNNBaseline_item_msd,0.8854109755055534,0.00018166638324113027,0.885534431145064,0.00030512202275179146,0.766072357746047,-0.11915695137626525,0.766072357746047,-0.11915695137626525,0.7916623150256858,-0.00047256606854628735,0.7916795619942254,-0.0004553191000067347,0.766587817667628,-0.025547063426604177,0.766587817667628,-0.025547063426604177,0.78370112071266,0.7837013960064212,0.7815579971940168,0.7815579971940168,0.9081106285496434,0.9081076487364026,0.9117062328382834,0.9117062328382834,28.789578104019164,28.789578104019164,28.789578104019164,28.789578104019164,257.9151873111725,459.26465220451354,462.7780879974365,462.78578677177427,200041.8,199819.0,222.8,222.8
0001_SVD,999095,6035,3706,5 user sample,SVD,0.8738995352844705,-0.0004970192861123435,0.874016399095861,-0.00038015547472181055,0.761254980837618,-0.11314157373296485,0.761254980837618,-0.11314157373296485,0.7937654010240487,7.852956133680422e-05,0.793781882291686,9.501082897411806e-05,0.7697837019547226,-0.02390316950798932,0.7697837019547226,-0.02390316950798932,0.785865950789643,0.7858675955753412,0.7818764787981106,0.7818764787981106,0.9094831667123839,0.9094816971473978,0.9112601279337997,0.9112601279337997,129.24068007469177,129.24068007469177,129.24068007469177,129.24068007469177,52.53387575149536,85.72939009666443,92.72252244949341,92.73434166908264,200041.8,199819.0,222.8,222.8
0002_KNNBaseline_item_msd,999523,6035,3706,5 user sample,KNNBaseline_item_msd,0.8855546269505041,0.0003253178281918956,0.8855073350365092,0.00027802591419701095,0.9473366757101017,0.06210736658778948,0.9473366757101017,0.06210736658778948,0.7914611338263849,-0.0006737472678471912,0.7914789224392229,-0.0006559586550092256,0.775944690259404,-0.01619019083482809,0.775944690259404,-0.01619019083482809,0.7835030595618561,0.7835129158854647,0.7725410456081228,0.7725410456081228,0.9083043577265772,0.908302701604479,0.9102980149950483,0.9102980149950483,28.48671932220459,28.48671932220459,28.48671932220459,28.48671932220459,261.1061284542084,478.6675813674927,482.61265382766726,482.6185085773468,200041.8,199904.6,137.2,137.2
0002_SVD,999523,6035,3706,5 user sample,SVD,0.8737994639313275,-0.0005970906392553932,0.8737383614717051,-0.0006581930988777129,0.9540841475233638,0.07968759295278094,0.9540841475233638,0.07968759295278094,0.7938806744380101,0.00019380297529825175,0.7939081967654145,0.00022132530270257966,0.7698471281475198,-0.02383974331519212,0.7698471281475198,-0.02383974331519212,0.7864296504817132,0.7864573195276929,0.755592905605611,0.755592905605611,0.9099145854474177,0.9099162140528184,0.9079463711611225,0.9079463711611225,127.05616197586059,127.05616197586059,127.05616197586059,127.05616197586059,51.83781104087829,89.82148380279541,95.25278782844543,95.26359677314758,200041.8,199904.6,137.2,137.2
0003_KNNBaseline_item_msd,999442,6035,3705,5 user sample,KNNBaseline_item_msd,0.8853539326361215,0.0001246235138092633,0.8853801647439414,0.00015085562162919786,0.8497763491143182,-0.03545296000799403,0.8497763491143182,-0.03545296000799403,0.7915181381057492,-0.0006167429884829101,0.7916050743344898,-0.0005298067597423461,0.6837239806725985,-0.1084109004216336,0.6837239806725985,-0.1084109004216336,0.7835220678749544,0.7836022235543093,0.6940851845307829,0.6940851845307829,0.9085809992371313,0.9086111018647541,0.8722747993747137,0.8722747993747137,28.24429054260254,28.24429054260254,28.24429054260254,28.24429054260254,245.00995435714722,466.0493511199951,470.6785861968994,470.68476128578186,200041.8,199888.4,153.4,153.4
0003_SVD,999442,6035,3705,5 user sample,SVD,0.8739674979211951,-0.000429056649387749,0.8739897617917085,-0.00040679277887434306,0.8435616520203284,-0.03083490255025445,0.8435616520203284,-0.03083490255025445,0.7939526892290006,0.0002658177662887562,0.7940518667505174,0.00036499528780553625,0.67380898766815,-0.11987788379456188,0.67380898766815,-0.11987788379456188,0.785710819970167,0.785799163279831,0.6871668268458663,0.6871668268458663,0.9100631916949673,0.9100953736030093,0.871249623159418,0.871249623159418,127.19111032485962,127.19111032485962,127.19111032485962,127.19111032485962,56.26226177215576,93.12386484146118,98.12619671821594,98.136062002182,200041.8,199888.4,153.4,153.4
0004_KNNBaseline_item_msd,999384,6035,3706,5 user sample,KNNBaseline_item_msd,0.8852755750645717,4.626594225942693e-05,0.8851760907088403,-5.321841347194489e-05,0.9971603201728232,0.11193101105051095,0.9971603201728232,0.11193101105051095,0.7909900321879227,-0.0011448489063093925,0.791027715318316,-0.0011071657759161857,0.7445614499341348,-0.04757343116009738,0.7445614499341348,-0.04757343116009738,0.7823796942482034,0.7824085720577684,0.7502146461608701,0.7502146461608701,0.9083700649680704,0.9083778391299588,0.8989947585699418,0.8989947585699418,27.716069984436036,27.716069984436036,27.716069984436036,27.716069984436036,252.11973876953124,456.57838768959044,459.86184339523317,459.86771512031555,200041.8,199876.8,165.0,165.0
0004_SVD,999384,6035,3706,5 user sample,SVD,0.8732475624159056,-0.0011489921546772308,0.8731285242481757,-0.0012680303224071876,1.0060883772727345,0.13169182270215163,1.0060883772727345,0.13169182270215163,0.7939096539959848,0.00022278253327290276,0.7939546776579329,0.0002678061952210431,0.7382259961094552,-0.05546087535325672,0.7382259961094552,-0.05546087535325672,0.7862572459090577,0.7863022868856028,0.7360608531794028,0.7360608531794028,0.9102280871334963,0.9102386308306707,0.8975127288780517,0.8975127288780517,128.43402347564697,128.43402347564697,128.43402347564697,128.43402347564697,56.35622625350952,84.74878640174866,88.93124661445617,88.93842248916626,200041.8,199876.8,165.0,165.0
