,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_KNNBaseline_item_msd,981339,5939,3705,users from state US_CO excluded,KNNBaseline_item_msd,0.8876476935394951,0.0022137167270698255,0.8854211322978156,-1.2844514609700042e-05,0.9965850414334978,0.11115106462107249,0.9965850414334978,0.11115106462107249,0.7902732286385473,-0.001272790774135446,0.790641861680188,-0.0009041577324947481,0.7694544297360282,-0.02209158967665459,0.7694544297360282,-0.02209158967665459,0.7820413246766004,0.7822770159472966,0.7686863990094828,0.7686863990094828,0.9079181136311943,0.9079756226327399,0.9045376547254429,0.9045376547254429,28.143535470962526,28.143535470962526,28.143535470962526,28.143535470962526,174.18356885910035,338.90189414024354,343.38985977172854,343.5049189090729,200041.8,196267.8,3774.0,3774.0
0000_SVD,981339,5939,3705,users from state US_CO excluded,SVD,0.8761102731584595,0.002688488989737725,0.873648931441543,0.0002271472728212487,0.9957380954840186,0.12231631131529686,0.9957380954840186,0.12231631131529686,0.792663698627221,-0.0005054900417122976,0.7930562508263673,-0.00011293784256594108,0.7705129964741703,-0.022656192194763003,0.7705129964741703,-0.022656192194763003,0.7843635692147954,0.78462120508235,0.7697291007664038,0.7697291007664038,0.90921081259012,0.9092779095035569,0.9052587992289615,0.9052587992289615,102.78836855888366,102.78836855888366,102.78836855888366,102.78836855888366,15.533936262130737,31.692251682281494,34.947567510604856,36.23264918327332,200041.8,196267.8,3774.0,3774.0
0001_KNNBaseline_item_msd,971014,5881,3706,users from state US_FL excluded,KNNBaseline_item_msd,0.8887825566582069,0.0033485798457816296,0.8862900655471971,0.0008560887347718316,0.9680205127131922,0.08258653590076692,0.9680205127131922,0.08258653590076692,0.7905290882388634,-0.001016931173819402,0.7909273354572481,-0.0006186839554346291,0.7763070649675707,-0.01523895444511203,0.7763070649675707,-0.01523895444511203,0.7821400122624568,0.782433343814041,0.7714293659442383,0.7714293659442383,0.9077105164420203,0.9077302438644255,0.9069758165887769,0.9069758165887769,25.704469013214112,25.704469013214112,25.704469013214112,25.704469013214112,195.07183060646057,359.8718403339386,364.4090922355652,364.55495829582213,200041.8,194202.8,5839.0,5839.0
0001_SVD,971014,5881,3706,users from state US_FL excluded,SVD,0.8784168349114765,0.0049950507427547475,0.8755999084525319,0.0021781242838101456,0.9674340469459842,0.09401226277726249,0.9674340469459842,0.09401226277726249,0.7918570964176354,-0.0013120922512979138,0.7923523382966119,-0.000816850372321376,0.7741501644066351,-0.01901902426229818,0.7741501644066351,-0.01901902426229818,0.7839196662608404,0.7843018654520275,0.7699502191598399,0.7699502191598399,0.9089281493565478,0.9089675122267712,0.907468741632423,0.907468741632423,100.7221291065216,100.7221291065216,100.7221291065216,100.7221291065216,22.21323938369751,35.42229251861572,39.58445253372192,39.753404474258424,200041.8,194202.8,5839.0,5839.0
0002_KNNBaseline_item_msd,979223,5910,3703,users from state US_NJ excluded,KNNBaseline_item_msd,0.8872871261173666,0.0018531493049412928,0.8856083851657214,0.00017440835329607385,0.9622887981165308,0.07685482130410548,0.9622887981165308,0.07685482130410548,0.7914936739056271,-5.2345507055684415e-05,0.7917705813555008,0.00022456194281805786,0.7796031549981509,-0.01194286441453185,0.7796031549981509,-0.01194286441453185,0.7831912151211984,0.7835537699129456,0.7664527343028485,0.7664527343028485,0.9086173280682306,0.9087406009168187,0.9030142268397204,0.9030142268397204,28.27990221977234,28.27990221977234,28.27990221977234,28.27990221977234,181.71723771095276,340.1305998802185,348.346813583374,348.45504503250123,200041.8,195844.6,4197.2,4197.2
0002_SVD,979223,5910,3703,users from state US_NJ excluded,SVD,0.8761962466251724,0.0027744624564506326,0.8742561185027814,0.000834334334059661,0.9623158242433719,0.08889404007465018,0.9623158242433719,0.08889404007465018,0.7928842666881857,-0.0002849219807475878,0.7932182926273698,4.9103958436491624e-05,0.778536829022257,-0.014632359646676307,0.778536829022257,-0.014632359646676307,0.7843100431988872,0.7847384307042591,0.7645798053131609,0.7645798053131609,0.9091517850893233,0.9093150487514287,0.9017268703602884,0.9017268703602884,101.02248592376709,101.02248592376709,101.02248592376709,101.02248592376709,16.02919487953186,30.826621961593627,35.386371278762816,35.51913776397705,200041.8,195844.6,4197.2,4197.2
0003_KNNBaseline_item_msd,955097,5742,3699,users from state US_MA excluded,KNNBaseline_item_msd,0.8911877111659099,0.005753734353484585,0.8849261592631974,-0.0005078175492279069,1.0146918083886542,0.12925783157622894,1.0146918083886542,0.12925783157622894,0.7894480803224884,-0.0020979390901944006,0.7904540121766512,-0.0010920072360315336,0.7699504012173005,-0.02159561819538225,0.7699504012173005,-0.02159561819538225,0.7813459350429043,0.7821983217608869,0.7651058797661929,0.7651058797661929,0.9073053976254005,0.9077088286613396,0.8995363966601154,0.8995363966601154,26.917093992233276,26.917093992233276,26.917093992233276,26.917093992233276,182.81917929649353,340.24843339920045,348.5984888076782,350.46535482406614,200041.8,191019.4,9022.4,9022.4
0003_SVD,955097,5742,3699,users from state US_MA excluded,SVD,0.8810691013684371,0.007647317199715342,0.8742673338236413,0.000845549654919564,1.0143914654760615,0.14096968130733978,1.0143914654760615,0.14096968130733978,0.7909242526106087,-0.0022449360583245426,0.7921643165308804,-0.0010048721380528924,0.7669151875591919,-0.02625400110974141,0.7669151875591919,-0.02625400110974141,0.7825765851713731,0.783697254103705,0.7612078359705245,0.7612078359705245,0.90801355030776,0.9085285946092684,0.8980951220061748,0.8980951220061748,101.57240357398987,101.57240357398987,101.57240357398987,101.57240357398987,23.52500009536743,37.3639533996582,40.275555801391604,41.06873550415039,200041.8,191019.4,9022.4,9022.4
0004_KNNBaseline_item_msd,928757,5576,3698,users from state US_NY excluded,KNNBaseline_item_msd,0.894619855182157,0.009185878369731726,0.8853452413950775,-8.87354173477739e-05,1.0073948663254495,0.1219608895130242,1.0073948663254495,0.1219608895130242,0.7893373781414992,-0.0022086412711835868,0.7904238102078437,-0.0011222092048390753,0.7755966761903907,-0.015949343222292023,0.7755966761903907,-0.015949343222292023,0.7816072361437975,0.7827672848479609,0.7673792145364938,0.7673792145364938,0.9078235893765083,0.9082240947682843,0.9030144381358804,0.9030144381358804,24.211978054046632,24.211978054046632,24.211978054046632,24.211978054046632,161.65711908340455,319.62896971702577,332.276931476593,332.7531462669373,200041.8,185751.4,14290.4,14290.4
0004_SVD,928757,5576,3698,users from state US_NY excluded,SVD,0.8848162679807772,0.011394483812055434,0.8746369289182304,0.0012151447495086787,1.0077907792078495,0.1343689950391278,1.0077907792078495,0.1343689950391278,0.7904051644908997,-0.002764024178033564,0.791934047648265,-0.00123514102066824,0.77105693042202,-0.02211225824691332,0.77105693042202,-0.02211225824691332,0.7821518073122162,0.7838851969604778,0.7608959563132671,0.7608959563132671,0.9086465583811794,0.9093069391932929,0.9007153678956596,0.9007153678956596,99.29895343780518,99.29895343780518,99.29895343780518,99.29895343780518,18.127569055557252,30.88333930969238,34.25173773765564,38.22754306793213,200041.8,185751.4,14290.4,14290.4
