,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_KNNBaseline_item_msd,998416,6033,3706,7 user sample,KNNBaseline_item_msd,0.8852708602090076,4.155108669534613e-05,0.8853589864273508,0.0001296773050385447,0.8346822703408344,-0.050547038781477815,0.8346822703408344,-0.050547038781477815,0.7915573242901901,-0.0005775568040420342,0.7915298348499163,-0.0006050462443157878,0.8134221287635018,0.021287247669269704,0.8134221287635018,0.021287247669269704,0.782670832014013,0.7826900712116253,0.7673344015646948,0.7673344015646948,0.9084586370076113,0.9084769413303668,0.892698652793112,0.892698652793112,31.15023832321167,31.15023832321167,31.15023832321167,31.15023832321167,245.2257896900177,459.0024676799774,462.3157690048218,462.3286890506744,200041.8,199683.2,358.6,358.6
0000_SVD,998416,6033,3706,7 user sample,SVD,0.8737288707484403,-0.0006676838221425507,0.8737731267058756,-0.00062342786470726,0.8486467357330165,-0.02574981883756633,0.8486467357330165,-0.02574981883756633,0.7933474679619754,-0.0003394035007364682,0.793330490105338,-0.00035638135737392496,0.804365440571539,0.01067856910882714,0.804365440571539,0.01067856910882714,0.7849458997575958,0.7849875859032085,0.7517366813801086,0.7517366813801086,0.9094837592008533,0.9095072428903581,0.8892637138770827,0.8892637138770827,105.93904027938842,105.93904027938842,105.93904027938842,105.93904027938842,57.29822554588318,79.238521194458,82.86807389259339,82.88136839866638,200041.8,199683.2,358.6,358.6
0001_KNNBaseline_item_msd,999309,6033,3706,7 user sample,KNNBaseline_item_msd,0.8854498021825593,0.00022049306024707338,0.8853382323827903,0.00010892326047806655,1.0014975000138628,0.1162681908915506,1.0014975000138628,0.1162681908915506,0.7916646843185912,-0.0004701967756409742,0.7916961373452118,-0.00043874374902030944,0.7641948468606661,-0.027940034233566058,0.7641948468606661,-0.027940034233566058,0.7831931770374971,0.7832020276918662,0.774466412586533,0.774466412586533,0.9084098279060507,0.9084130666285353,0.9056205500589402,0.9056205500589402,30.019114542007447,30.019114542007447,30.019114542007447,30.019114542007447,252.73525676727294,459.54061059951783,463.89373860359194,463.9032386302948,200041.8,199861.8,180.0,180.0
0001_SVD,999309,6033,3706,7 user sample,SVD,0.8736538234866993,-0.0007427310838835632,0.8735357419948349,-0.0008608125757479934,0.9959704704622043,0.12157391589162148,0.9959704704622043,0.12157391589162148,0.7940879933028016,0.0004011218400896688,0.7941115757668527,0.0004247043041407661,0.7734946969780747,-0.02019217448463717,0.7734946969780747,-0.02019217448463717,0.7860598811430032,0.7860658004191329,0.7808009098421789,0.7808009098421789,0.9094382673228341,0.909433272909086,0.9137393576422023,0.9137393576422023,115.25620322227478,115.25620322227478,115.25620322227478,115.25620322227478,46.99255785942078,70.51815414428711,73.76389322280883,73.77049107551575,200041.8,199861.8,180.0,180.0
0002_KNNBaseline_item_msd,999395,6033,3705,7 user sample,KNNBaseline_item_msd,0.8853940961360559,0.00016478701374367244,0.8853002930289566,7.098390664439513e-05,0.9920731055022556,0.10684379637994335,0.9920731055022556,0.10684379637994335,0.7916411167466526,-0.0004937643475795284,0.7916956804803498,-0.0004392006138823623,0.7466654180891144,-0.04546946300511778,0.7466654180891144,-0.04546946300511778,0.7837841015303424,0.783836360092358,0.74170596547173,0.74170596547173,0.9085404924254823,0.9085433492364551,0.9060822967114538,0.9060822967114538,33.195528745651245,33.195528745651245,33.195528745651245,33.195528745651245,281.22131357192995,491.4161713600159,494.6380654335022,494.6444395542145,200041.8,199879.0,162.8,162.8
0002_SVD,999395,6033,3705,7 user sample,SVD,0.8736327373223952,-0.0007638172481876371,0.8735312055939435,-0.0008653489766393685,0.9885226283863962,0.1141260738158133,0.9885226283863962,0.1141260738158133,0.7941693572585098,0.0004824857957979045,0.79422176845235,0.0005348969896381561,0.7499371117199798,-0.0437497597427321,0.7499371117199798,-0.0437497597427321,0.7858403525915059,0.7858608899612851,0.7715664697568744,0.7715664697568744,0.9096688297104727,0.9096669120586371,0.9113233017158029,0.9113233017158029,111.92027659416199,111.92027659416199,111.92027659416199,111.92027659416199,53.868897914886475,73.02177691459656,76.77660012245178,76.78308682441711,200041.8,199879.0,162.8,162.8
0003_KNNBaseline_item_msd,999159,6033,3706,7 user sample,KNNBaseline_item_msd,0.8855292022099327,0.00029989308762046196,0.8853061805129411,7.687139062884096e-05,1.0740257288454689,0.18879641972315664,1.0740257288454689,0.18879641972315664,0.790625265912472,-0.0015096151817601822,0.79064417782809,-0.0014907032661420905,0.7736389300457641,-0.018495951048468018,0.7736389300457641,-0.018495951048468018,0.782869077530918,0.7829372914248308,0.7229915644380485,0.7229915644380485,0.9082318774840754,0.908256648678219,0.8868951873631679,0.8868951873631679,30.48518443107605,30.48518443107605,30.48518443107605,30.48518443107605,259.4342010498047,472.5360535144806,475.60925951004026,475.61666650772094,200041.8,199831.8,210.0,210.0
0003_SVD,999159,6033,3706,7 user sample,SVD,0.8740523835320462,-0.0003441710385366781,0.8738196568079621,-0.0005768977626207095,1.0701662357730455,0.19576968120246263,1.0701662357730455,0.19576968120246263,0.7935743854612451,-0.00011248600146673837,0.7936010914785319,-8.57799841800233e-05,0.7693865190981019,-0.024300352364610034,0.7693865190981019,-0.024300352364610034,0.7858595618046651,0.7859321485351098,0.7229302469852531,0.7229302469852531,0.9096809457042274,0.9097086091504151,0.8858532709161118,0.8858532709161118,114.35198550224304,114.35198550224304,114.35198550224304,114.35198550224304,43.07099647521973,64.0181384563446,67.68162779808044,67.69065184593201,200041.8,199831.8,210.0,210.0
0004_KNNBaseline_item_msd,998752,6033,3706,7 user sample,KNNBaseline_item_msd,0.8857415016765151,0.0005121925542028727,0.8854904958310256,0.0002611867087133346,1.0435456303470623,0.15831632122475003,1.0435456303470623,0.15831632122475003,0.7915648796658399,-0.0005700014283922528,0.7916595629686977,-0.00047531812553447406,0.6882068430765919,-0.10392803801764028,0.6882068430765919,-0.10392803801764028,0.7828582813746973,0.782900473912116,0.7492434321951154,0.7492434321951154,0.9080673984510291,0.9080811661466557,0.8962113367501241,0.8962113367501241,29.201399564743042,29.201399564743042,29.201399564743042,29.201399564743042,241.72334361076355,443.4905514240265,446.9048689842224,446.91509079933167,200041.8,199750.4,291.4,291.4
0004_SVD,998752,6033,3706,7 user sample,SVD,0.8745140786124163,0.00011752404183340559,0.874245205059407,-0.00015134951117590223,1.04249577917979,0.16809922460920712,1.04249577917979,0.16809922460920712,0.7933303242214322,-0.00035654724127964776,0.7934124314821082,-0.00027443998060372454,0.703750804676901,-0.0899360667858109,0.703750804676901,-0.0899360667858109,0.7849290459361926,0.7849797301348327,0.7454047416820396,0.7454047416820396,0.9092987988835702,0.9093197764787757,0.8912313428637768,0.8912313428637768,116.63661751747131,116.63661751747131,116.63661751747131,116.63661751747131,44.728894996643064,63.412537240982054,67.77295589447021,67.78323903083802,200041.8,199750.4,291.4,291.4
0005_KNNBaseline_item_msd,999502,6033,3706,7 user sample,KNNBaseline_item_msd,0.8857161587742514,0.0004868496519391252,0.8854969700816495,0.0002676609593372792,1.153969235176623,0.26873992605431085,1.153969235176623,0.26873992605431085,0.7919895902357269,-0.0001452908585052315,0.7919875765256433,-0.00014730456858880192,0.7945880186014359,0.002453137507203773,0.7945880186014359,0.002453137507203773,0.7829668728845618,0.782955894193688,0.7925757323261485,0.7925757323261485,0.9085115118372729,0.9085060663731813,0.913204212120729,0.913204212120729,28.06848497390747,28.06848497390747,28.06848497390747,28.06848497390747,260.3915210723877,466.94147849082947,471.1263151168823,471.13608450889586,200041.8,199900.4,141.4,141.4
0005_SVD,999502,6033,3706,7 user sample,SVD,0.8745175170761146,0.00012096250553172982,0.8742933786883725,-0.0001031758822103157,1.1477773146654855,0.27338076009490264,1.1477773146654855,0.27338076009490264,0.7936262334120483,-6.0638050663586185e-05,0.7936194616939002,-6.740976881169924e-05,0.802114752742822,0.008427881280110072,0.802114752742822,0.008427881280110072,0.7850919331138264,0.7850786270836319,0.7955655496054812,0.7955655496054812,0.909614380885488,0.9096093842608113,0.9139195526350692,0.9139195526350692,112.82253794670105,112.82253794670105,112.82253794670105,112.82253794670105,48.986806297302245,68.06846528053283,71.63162226676941,71.63946771621704,200041.8,199900.4,141.4,141.4
0006_KNNBaseline_item_msd,999574,6033,3706,7 user sample,KNNBaseline_item_msd,0.8854005271940899,0.0001712180717776679,0.8853410367857484,0.00011172766343614526,0.9738535678144613,0.08862425869214907,0.9738535678144613,0.08862425869214907,0.7902464719812399,-0.001888409112992262,0.7903222579118149,-0.0018126231824172612,0.7064496249050884,-0.08568525618914369,0.7064496249050884,-0.08568525618914369,0.7824257979206555,0.7824983989025506,0.7110572059070744,0.7110572059070744,0.9081112099847586,0.9081374630862307,0.8855029832486638,0.8855029832486638,30.330440855026247,30.330440855026247,30.330440855026247,30.330440855026247,236.61252946853637,450.4959107875824,458.1267036437988,458.132070350647,200041.8,199914.8,127.0,127.0
0006_SVD,999574,6033,3706,7 user sample,SVD,0.8738408211471395,-0.0005557334234433942,0.8737735105345849,-0.0006230440359979994,0.9732514754462802,0.09885492087569736,0.9732514754462802,0.09885492087569736,0.792678228762776,-0.0010086426999358356,0.7927544769620323,-0.0009323945006796119,0.7056453941865077,-0.08804147727620415,0.7056453941865077,-0.08804147727620415,0.7835601361555401,0.7836358337365386,0.7078516958530908,0.7078516958530908,0.909324284107304,0.9093539453050372,0.8837824842196256,0.8837824842196256,117.52924418449402,117.52924418449402,117.52924418449402,117.52924418449402,35.26267418861389,57.27541861534119,60.76297998428345,60.768660163879396,200041.8,199914.8,127.0,127.0
0007_KNNBaseline_item_msd,999713,6033,3705,7 user sample,KNNBaseline_item_msd,0.8851571358207366,-7.217330157560653e-05,0.8850984567687114,-0.00013085235360088543,0.9945173472975523,0.10928803817524002,0.9945173472975523,0.10928803817524002,0.7916792188631774,-0.00045566223105475423,0.7916716281319712,-0.0004632529622609072,0.7875699957460942,-0.004564885348137926,0.7875699957460942,-0.004564885348137926,0.7834156173440245,0.783344869464326,0.8508631574876807,0.8508631574876807,0.9081666888554863,0.9081557297500084,0.9176064034548614,0.9176064034548614,32.523198413848874,32.523198413848874,32.523198413848874,32.523198413848874,271.61720476150515,484.7497795581818,488.4530707836151,488.4592432498932,200041.8,199942.6,99.2,99.2
0007_SVD,999713,6033,3705,7 user sample,SVD,0.8731026898568395,-0.0012938647137433756,0.8730359830174796,-0.001360571553103207,0.9968451300716025,0.12244857550101962,0.9968451300716025,0.12244857550101962,0.7936787525446491,-8.118918062738345e-06,0.7936697510493953,-1.712041331658476e-05,0.7935577588064673,-0.000129112656244601,0.7935577588064673,-0.000129112656244601,0.7855099133802526,0.7854487212696897,0.8454108092307729,0.8454108092307729,0.9097133387241012,0.9097120691750114,0.9108108427761831,0.9108108427761831,115.41320042610168,115.41320042610168,115.41320042610168,115.41320042610168,36.58666734695434,63.306881761550905,66.90808501243592,66.91245474815369,200041.8,199942.6,99.2,99.2
0008_KNNBaseline_item_msd,999285,6033,3706,7 user sample,KNNBaseline_item_msd,0.8852565495322645,2.7240409952278277e-05,0.8851057263520058,-0.00012358277030644071,1.0343797663936167,0.1491504572713045,1.0343797663936167,0.1491504572713045,0.7908994059214784,-0.0012354751727536861,0.790922068713616,-0.0012128123806161017,0.7744753408448493,-0.017659540249382877,0.7744753408448493,-0.017659540249382877,0.7836607223693508,0.7837071385152768,0.7438339264872653,0.7438339264872653,0.9083008428943987,0.908316442288376,0.8948678783331768,0.8948678783331768,32.28684673309326,32.28684673309326,32.28684673309326,32.28684673309326,265.2570626735687,474.525599861145,477.77185187339785,477.7792637348175,200041.8,199857.0,184.8,184.8
0008_SVD,999285,6033,3706,7 user sample,SVD,0.8735393528999797,-0.0008572016706031027,0.873370147505871,-0.0010264070647117984,1.0396116879866881,0.16521513341610528,1.0396116879866881,0.16521513341610528,0.7936211399740578,-6.573148865407497e-05,0.7936340923946601,-5.2779068051789224e-05,0.7842185511680867,-0.009468320294625188,0.7842185511680867,-0.009468320294625188,0.7860271409686233,0.7860591435758794,0.759044297175655,0.759044297175655,0.9099248761646503,0.9099415324102079,0.8955792933635814,0.8955792933635814,109.46793365478516,109.46793365478516,109.46793365478516,109.46793365478516,43.1901771068573,66.56529231071472,69.95220689773559,69.95888848304749,200041.8,199857.0,184.8,184.8
0009_KNNBaseline_item_msd,999415,6033,3706,7 user sample,KNNBaseline_item_msd,0.8852573566459198,2.8047523607521718e-05,0.885088238833202,-0.00014107028911025665,1.0767145308466834,0.1914852217243712,1.0767145308466834,0.1914852217243712,0.7910556576749149,-0.0010792234193172101,0.7910688569553569,-0.0010660241388752434,0.7824467669912982,-0.009688114102933909,0.7824467669912982,-0.009688114102933909,0.7835950110349341,0.7836634454570073,0.7290618900835028,0.7290618900835028,0.9083759614731134,0.9084059892051524,0.8825172638896929,0.8825172638896929,28.769519567489624,28.769519567489624,28.769519567489624,28.769519567489624,256.5146340847015,475.6656295776367,479.873562335968,479.88243060112,200041.8,199883.0,158.8,158.8
0009_SVD,999415,6033,3706,7 user sample,SVD,0.8736958708246828,-0.0007006837459000437,0.8735179063502881,-0.0008786482202947088,1.0740299671002764,0.19963341252969358,1.0740299671002764,0.19963341252969358,0.7935439722362283,-0.00014289922648358377,0.7935422870976332,-0.00014458436507869266,0.795616067767028,0.0019291963043160942,0.795616067767028,0.0019291963043160942,0.785529210965801,0.7855893018427287,0.7376705954692339,0.7376705954692339,0.90946046569314,0.9094833251224536,0.8897747472020837,0.8897747472020837,114.58709173202514,114.58709173202514,114.58709173202514,114.58709173202514,39.89873847961426,64.67066082954406,68.58631482124329,68.59308667182923,200041.8,199883.0,158.8,158.8
0010_KNNBaseline_item_msd,999151,6033,3706,7 user sample,KNNBaseline_item_msd,0.885450187598767,0.00022087847645479997,0.885373301681337,0.0001439925590247526,0.9543914172387996,0.06916210811648738,0.9543914172387996,0.06916210811648738,0.7916516257973909,-0.00048325529684123403,0.7916480674760574,-0.0004868136181747085,0.7943976518810952,0.0022627707868630997,0.7943976518810952,0.0022627707868630997,0.7834989461932034,0.7834672151982479,0.8144722731007494,0.8144722731007494,0.9083653475781951,0.9083543509291152,0.9178472938627091,0.9178472938627091,29.656046867370605,29.656046867370605,29.656046867370605,29.656046867370605,251.92256388664245,457.0853219985962,461.2630455493927,461.2734904766083,200041.8,199830.2,211.6,211.6
0010_SVD,999151,6033,3706,7 user sample,SVD,0.873995081830383,-0.0004014727401998597,0.8739141468502492,-0.0004824077203336996,0.9465312997186078,0.07213474514802498,0.9465312997186078,0.07213474514802498,0.7931117145523527,-0.0005751569103591425,0.7931174380164079,-0.0005694334463040018,0.7843316848433813,-0.009355186619330547,0.7843316848433813,-0.009355186619330547,0.7843617305620251,0.784331661807243,0.8140145767020727,0.8140145767020727,0.909099262356467,0.9090882713977255,0.9185744614722514,0.9185744614722514,113.85546741485595,113.85546741485595,113.85546741485595,113.85546741485595,48.18566484451294,83.50946702957154,87.16088881492615,87.16975526809692,200041.8,199830.2,211.6,211.6
