,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott,increase_rmse_all,percent_increase_rmse_all,increase_rmse_non-boycott,percent_increase_rmse_non-boycott,increase_rmse_boycott,percent_increase_rmse_boycott,increase_rmse_all-like-boycott,percent_increase_rmse_all-like-boycott,increase_ndcg10_all,percent_increase_ndcg10_all,increase_ndcg10_non-boycott,percent_increase_ndcg10_non-boycott,increase_ndcg10_boycott,percent_increase_ndcg10_boycott,increase_ndcg10_all-like-boycott,percent_increase_ndcg10_all-like-boycott,increase_ndcg5_all,percent_increase_ndcg5_all,increase_ndcg5_non-boycott,percent_increase_ndcg5_non-boycott,increase_ndcg5_boycott,percent_increase_ndcg5_boycott,increase_ndcg5_all-like-boycott,percent_increase_ndcg5_all-like-boycott,increase_ndcgfull_all,percent_increase_ndcgfull_all,increase_ndcgfull_non-boycott,percent_increase_ndcgfull_non-boycott,increase_ndcgfull_boycott,percent_increase_ndcgfull_boycott,increase_ndcgfull_all-like-boycott,percent_increase_ndcgfull_all-like-boycott
0000_KNNBaseline_item_msd,999638,6035,3706,5 user sample,KNNBaseline_item_msd,0.8852932840231671,6.397490085474633e-05,0.8853092567786118,7.994765629959488e-05,0.8557659529309257,-0.029463356191386517,0.8557659529309257,-0.029463356191386517,0.7910405245382359,-0.0010943565559962118,0.7909991752467636,-0.0011357058474685822,0.8383074177008438,0.046172536606611685,0.8383074177008438,0.046172536606611685,0.7829598968930613,0.7829109366116841,0.8375696379793656,0.8375696379793656,0.9081403840692144,0.9081220336946376,0.9302761660854449,0.9302761660854449,28.085257959365844,28.085257959365844,28.085257959365844,28.085257959365844,230.72527785301207,437.1174890041351,442.2384294986725,442.24324436187743,200041.8,199927.6,114.2,114.2,-4.772231000549354e-05,-0.005390274443871701,-3.174955456075601e-05,-0.0035861384860341574,-0.029575053402246865,-3.340526779024753,-0.029575053402246865,-3.340526779024753,-0.0005737611645170171,-0.07247989012826651,-0.0006151104559893872,-0.07770330413420028,0.04669313199809089,5.8984701061375135,0.04669313199809089,5.8984701061375135,0.00016358962483431494,0.020898108909737173,0.00011462934345707332,0.01464357233072579,0.054773330711138546,6.997137084394846,0.054773330711138546,6.997137084394846,-5.776013541480829e-05,-0.006359860541819623,-7.61105099915671e-05,-0.0083803859848472,0.022078021880815757,2.430969719735662,0.022078021880815757,2.430969719735662
0000_SVD,999638,6035,3706,5 user sample,SVD,0.8738817289226052,-0.0005148256479776682,0.8738840534977121,-0.000512501072870708,0.8689369855410061,-0.005459569029576783,0.8689369855410061,-0.005459569029576783,0.7921214740184592,-0.0015653974442526586,0.7920827110373427,-0.00160416042536915,0.8354230642947279,0.04173619283201602,0.8354230642947279,0.04173619283201602,0.7841947297177674,0.7841435669938452,0.8412815130274648,0.8412815130274648,0.9090660572582748,0.9090464939486834,0.9326620146715684,0.9326620146715684,128.93583898544313,128.93583898544313,128.93583898544313,128.93583898544313,58.07265963554382,86.85441908836364,92.4991419315338,92.5090226173401,200041.8,199927.6,114.2,114.2,-0.011459277410567403,-1.294334875329951,-0.011456952835460443,-1.2940723126461566,-0.016404020792166518,-1.8528477360500049,-0.016404020792166518,-1.8528477360500049,0.0005071883157062862,0.0640701317379627,0.00046842533458979485,0.05917343118359111,0.04380877859197496,5.534106620256842,0.04380877859197496,5.534106620256842,0.0013984224495403597,0.17864448727671206,0.0013472597256182217,0.17210859493190991,0.05848520575923777,7.4713185558242134,0.05848520575923777,7.4713185558242134,0.0008679130536456414,0.09556428398185418,0.0008483497440542331,0.09341020453165434,0.024463870466939208,2.693671047782627,0.024463870466939208,2.693671047782627
0001_KNNBaseline_item_msd,999095,6035,3706,5 user sample,KNNBaseline_item_msd,0.8854109755055534,0.00018166638324113027,0.8855344311450641,0.00030512202275179146,0.766072357746047,-0.11915695137626525,0.766072357746047,-0.11915695137626525,0.7916623150256858,-0.0004725660685462874,0.7916795619942254,-0.00045531910000673465,0.766587817667628,-0.025547063426604174,0.766587817667628,-0.025547063426604174,0.7837011207126601,0.7837013960064212,0.7815579971940168,0.7815579971940168,0.9081106285496434,0.9081076487364026,0.9117062328382834,0.9117062328382834,28.789578104019164,28.789578104019164,28.789578104019164,28.789578104019164,257.9151873111725,459.26465220451365,462.7780879974365,462.78578677177427,200041.8,199819.0,222.8,222.8,6.996917238077938e-05,0.007903075976405017,0.00019342481189155158,0.02184749271838898,-0.1192686485871256,-13.471492649041751,-0.1192686485871256,-13.471492649041751,4.8029322932907625e-05,0.006067263287229557,6.527629147246028e-05,0.008245971889518323,-0.025026468035124982,-3.1614472461051935,-0.025026468035124982,-3.1614472461051935,0.0009048134444330502,0.11558734194731117,0.0009050887381941708,0.11562250994166226,-0.0012383100742102693,-0.158190587093043,-0.0012383100742102693,-0.158190587093043,-8.75156549857703e-05,-0.009636185180978729,-9.049546822659238e-05,-0.00996428684688025,0.0035080886336542605,0.386269081922264,0.0035080886336542605,0.386269081922264
0001_SVD,999095,6035,3706,5 user sample,SVD,0.8738995352844705,-0.0004970192861123435,0.874016399095861,-0.00038015547472181055,0.761254980837618,-0.11314157373296485,0.761254980837618,-0.11314157373296485,0.7937654010240487,7.852956133680422e-05,0.7937818822916859,9.501082897411806e-05,0.7697837019547226,-0.02390316950798932,0.7697837019547226,-0.02390316950798932,0.7858659507896429,0.7858675955753412,0.7818764787981106,0.7818764787981106,0.909483166712384,0.9094816971473978,0.9112601279337996,0.9112601279337996,129.24068007469177,129.24068007469177,129.24068007469177,129.24068007469177,52.53387575149536,85.72939009666443,92.72252244949341,92.73434166908264,200041.8,199819.0,222.8,222.8,-0.011441471048702079,-1.2923236320081182,-0.011324607237311546,-1.2791237677123763,-0.12408602549555459,-14.015619361118622,-0.12408602549555459,-14.015619361118622,0.002151115321295749,0.271737809706921,0.002167596588932952,0.27381979179527755,-0.021830583748030374,-2.7577298871824105,-0.021830583748030374,-2.7577298871824105,0.0030696435214159212,0.39213822202716403,0.0030712883071142283,0.3923483387181902,-0.0009198284701164017,-0.11750546873763168,-0.0009198284701164017,-0.11750546873763168,0.0012850225077548627,0.14149142628784428,0.0012835529427686065,0.14132961523420653,0.0030619837291704366,0.33714930477555904,0.0030619837291704366,0.33714930477555904
0002_KNNBaseline_item_msd,999523,6035,3706,5 user sample,KNNBaseline_item_msd,0.8855546269505041,0.0003253178281918956,0.8855073350365092,0.00027802591419701095,0.9473366757101016,0.062107366587789474,0.9473366757101016,0.062107366587789474,0.7914611338263849,-0.0006737472678471912,0.7914789224392229,-0.0006559586550092256,0.775944690259404,-0.016190190834828092,0.775944690259404,-0.016190190834828092,0.7835030595618561,0.7835129158854647,0.7725410456081228,0.7725410456081228,0.9083043577265772,0.9083027016044789,0.9102980149950484,0.9102980149950484,28.48671932220459,28.48671932220459,28.48671932220459,28.48671932220459,261.10612845420843,478.6675813674927,482.61265382766726,482.6185085773468,200041.8,199904.6,137.2,137.2,0.0002136206173315447,0.02412862567117497,0.00016632870333666006,0.01878696481320182,0.06199566937692902,7.002462207607126,0.06199566937692902,7.002462207607126,-0.0001531518763679962,-0.019346780260797863,-0.00013536326353003059,-0.017099648904120305,-0.015669595443348894,-1.9794482902033865,-0.015669595443348894,-1.9794482902033865,0.0007067522936290427,0.09028559371919372,0.0007166086172376573,0.09154471100386907,-0.010255261660104265,-1.3100804851638468,-0.010255261660104265,-1.3100804851638468,0.000106213521948062,0.011694972361023749,0.00010455739984971402,0.01151261985249728,0.0020998707904191782,0.23121284752879315,0.0020998707904191782,0.23121284752879315
0002_SVD,999523,6035,3706,5 user sample,SVD,0.8737994639313275,-0.0005970906392553933,0.8737383614717051,-0.0006581930988777129,0.9540841475233638,0.07968759295278094,0.9540841475233638,0.07968759295278094,0.7938806744380101,0.00019380297529825172,0.7939081967654145,0.0002213253027025797,0.7698471281475198,-0.02383974331519212,0.7698471281475198,-0.02383974331519212,0.7864296504817132,0.7864573195276929,0.7555929056056109,0.7555929056056109,0.9099145854474175,0.9099162140528184,0.9079463711611224,0.9079463711611224,127.05616197586059,127.05616197586059,127.05616197586059,127.05616197586059,51.837811040878286,89.82148380279541,95.25278782844543,95.26359677314758,200041.8,199904.6,137.2,137.2,-0.011541542401845128,-1.3036267742354861,-0.011602644861467448,-1.3105283476614578,0.0687431411901912,7.764594737897151,0.0687431411901912,7.764594737897151,0.0022663887352571965,0.28629962548556304,0.0022939110626615244,0.2897763600394241,-0.021767157555233174,-2.7497176274313255,-0.021767157555233174,-2.7497176274313255,0.0036333432134861843,0.46414925310080835,0.0036610122594659122,0.467683894963937,-0.027203401662616145,-3.4751571270883415,-0.027203401662616145,-3.4751571270883415,0.001716441242788358,0.18899413676864119,0.0017180698481892298,0.1891734594650444,-0.00025177304350676444,-0.02772225919127584,-0.00025177304350676444,-0.02772225919127584
0003_KNNBaseline_item_msd,999442,6035,3705,5 user sample,KNNBaseline_item_msd,0.8853539326361215,0.00012462351380926331,0.8853801647439414,0.00015085562162919786,0.8497763491143182,-0.035452960007994035,0.8497763491143182,-0.035452960007994035,0.7915181381057492,-0.0006167429884829102,0.7916050743344898,-0.0005298067597423461,0.6837239806725985,-0.1084109004216336,0.6837239806725985,-0.1084109004216336,0.7835220678749544,0.7836022235543093,0.6940851845307829,0.6940851845307829,0.9085809992371312,0.908611101864754,0.8722747993747137,0.8722747993747137,28.24429054260254,28.24429054260254,28.24429054260254,28.24429054260254,245.00995435714717,466.0493511199951,470.67858619689935,470.6847612857818,200041.8,199888.4,153.4,153.4,1.2926302948912394e-05,0.001460036625034394,3.915841076884696e-05,0.004422974931549801,-0.03556465721885438,-4.017057491344826,-0.03556465721885438,-4.017057491344826,-9.614759700371511e-05,-0.012145763251147041,-9.211368263151165e-06,-0.001163618245592145,-0.1078903050301544,-13.629150835040216,-0.1078903050301544,-13.629150835040216,0.0007257606067273548,0.09271385160976126,0.0008059162860822866,0.10295351148177267,-0.08871112273744408,-11.332593410797351,-0.08871112273744408,-11.332593410797351,0.00038285503250201636,0.04215545197323746,0.00041295766012483526,0.045469996031151365,-0.03592334482991544,-3.955452349154044,-0.03592334482991544,-3.955452349154044
0003_SVD,999442,6035,3705,5 user sample,SVD,0.8739674979211951,-0.000429056649387749,0.8739897617917085,-0.0004067927788743431,0.8435616520203284,-0.03083490255025445,0.8435616520203284,-0.03083490255025445,0.7939526892290006,0.0002658177662887562,0.7940518667505174,0.00036499528780553625,0.6738089876681501,-0.11987788379456188,0.6738089876681501,-0.11987788379456188,0.785710819970167,0.785799163279831,0.6871668268458663,0.6871668268458663,0.9100631916949672,0.9100953736030092,0.871249623159418,0.871249623159418,127.19111032485962,127.19111032485962,127.19111032485962,127.19111032485962,56.26226177215576,93.12386484146118,98.12619671821594,98.136062002182,200041.8,199888.4,153.4,153.4,-0.011373508411977484,-1.2846471958961079,-0.011351244541464078,-1.282132473280286,-0.041779354312844186,-4.7190126757916975,-0.041779354312844186,-4.7190126757916975,0.002338403526247701,0.29539683258391314,0.002437581047764481,0.3079253484669654,-0.11780529803460282,-14.881653876423108,-0.11780529803460282,-14.881653876423108,0.0029145127019399863,0.372320701423713,0.0030028560116039937,0.3836063077613699,-0.09562948042236075,-12.21639391172972,-0.09562948042236075,-12.21639391172972,0.001865047490338001,0.20535689290263304,0.001897229398379996,0.2089003826407869,-0.03694852104521118,-4.068332585899469,-0.03694852104521118,-4.068332585899469
0004_KNNBaseline_item_msd,999384,6035,3706,5 user sample,KNNBaseline_item_msd,0.8852755750645717,4.626594225942693e-05,0.8851760907088403,-5.321841347194489e-05,0.9971603201728232,0.11193101105051097,0.9971603201728232,0.11193101105051097,0.7909900321879227,-0.0011448489063093925,0.791027715318316,-0.0011071657759161855,0.7445614499341348,-0.04757343116009738,0.7445614499341348,-0.04757343116009738,0.7823796942482034,0.7824085720577684,0.7502146461608701,0.7502146461608701,0.9083700649680704,0.9083778391299588,0.8989947585699418,0.8989947585699418,27.71606998443604,27.71606998443604,27.71606998443604,27.71606998443604,252.11973876953124,456.5783876895904,459.86184339523317,459.8677151203156,200041.8,199876.8,165.0,165.0,-6.543126860092396e-05,-0.007390515985690241,-0.00016491562433229578,-0.018627356369194825,0.1118193138396506,12.630084118973999,0.1118193138396506,12.630084118973999,-0.0006242535148301975,-0.0788582932502309,-0.0005865703844369907,-0.07409800391819166,-0.047052835768618184,-5.943909378397231,-0.047052835768618184,-5.943909378397231,-0.000416613020023604,-0.05322112740637273,-0.00038773521045865067,-0.04953206943601387,-0.03258166110735694,-4.162214461774761,-0.03258166110735694,-4.162214461774761,0.00017192076344119123,0.01892987389792058,0.00017969492532965425,0.019785872331530174,-0.009203385634687367,-1.0133675887157199,-0.009203385634687367,-1.0133675887157199
0004_SVD,999384,6035,3706,5 user sample,SVD,0.8732475624159056,-0.0011489921546772306,0.8731285242481757,-0.0012680303224071876,1.0060883772727345,0.13169182270215166,1.0060883772727345,0.13169182270215166,0.7939096539959848,0.0002227825332729028,0.7939546776579329,0.0002678061952210431,0.7382259961094552,-0.055460875353256715,0.7382259961094552,-0.055460875353256715,0.7862572459090577,0.7863022868856028,0.7360608531794028,0.7360608531794028,0.9102280871334965,0.9102386308306708,0.8975127288780517,0.8975127288780517,128.43402347564697,128.43402347564697,128.43402347564697,128.43402347564697,56.35622625350952,84.74878640174866,88.93124661445617,88.93842248916626,200041.8,199876.8,165.0,165.0,-0.012093443917266966,-1.3659645075465923,-0.012212482084996923,-1.3794099671919078,0.1207473709395619,13.638515563586365,0.1207473709395619,13.638515563586365,0.0022953682932318475,0.28996044344931726,0.002340391955179988,0.29564801917417555,-0.05338828959329778,-6.744230183504395,-0.05338828959329778,-6.744230183504395,0.0034609386408306353,0.4421250596989258,0.003505979617375754,0.447878916242054,-0.04673545408882418,-5.970321225954655,-0.04673545408882418,-5.970321225954655,0.0020299429288672677,0.22351322140665975,0.0020404866260416155,0.22467416819361685,-0.010685415326577519,-1.1765511077910715,-0.010685415326577519,-1.1765511077910715
