,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott,increase_rmse_all,percent_increase_rmse_all,increase_rmse_non-boycott,percent_increase_rmse_non-boycott,increase_rmse_boycott,percent_increase_rmse_boycott,increase_rmse_all-like-boycott,percent_increase_rmse_all-like-boycott,increase_ndcg10_all,percent_increase_ndcg10_all,increase_ndcg10_non-boycott,percent_increase_ndcg10_non-boycott,increase_ndcg10_boycott,percent_increase_ndcg10_boycott,increase_ndcg10_all-like-boycott,percent_increase_ndcg10_all-like-boycott,increase_ndcg5_all,percent_increase_ndcg5_all,increase_ndcg5_non-boycott,percent_increase_ndcg5_non-boycott,increase_ndcg5_boycott,percent_increase_ndcg5_boycott,increase_ndcg5_all-like-boycott,percent_increase_ndcg5_all-like-boycott,increase_ndcgfull_all,percent_increase_ndcgfull_all,increase_ndcgfull_non-boycott,percent_increase_ndcgfull_non-boycott,increase_ndcgfull_boycott,percent_increase_ndcgfull_boycott,increase_ndcgfull_all-like-boycott,percent_increase_ndcgfull_all-like-boycott
0000_KNNBaseline_item_msd,999919,6036,3706,4 user sample,KNNBaseline_item_msd,0.8851758024290646,-5.350669324766244e-05,0.8851531183202288,-7.619080208343121e-05,0.9558484100048508,0.07061910088253852,0.9558484100048508,0.07061910088253852,0.7918025670005372,-0.00033231409369494086,0.7917487193541317,-0.0003861617401004213,0.8491187372826527,0.05698385618842061,0.8491187372826527,0.05698385618842061,0.7833532901055078,0.7833380359573615,0.8046886803257124,0.8046886803257124,0.908210794907894,0.9082041245440996,0.918270318746389,0.918270318746389,30.543675327301024,30.543675327301024,30.543675327301024,30.543675327301024,230.79933824539185,434.07975144386285,437.4210730552674,437.4240779876709,200041.8,199983.8,58.0,58.0,-0.00016520390410801333,-0.018659917808646447,-0.0001878880129437821,-0.02122210669106587,0.07050740367167818,7.963869646533095,0.07050740367167818,7.963869646533095,0.00018828129778425406,0.023784474482684198,0.0001344336513787736,0.01698221644136078,0.05750445157989981,7.264200838524588,0.05750445157989981,7.264200838524588,0.0005569828372807839,0.07115297199401995,0.0005417286891344908,0.06920429798972802,0.02189237305748537,2.7966883407874708,0.02189237305748537,2.7966883407874708,1.2650703264838192e-05,0.0013929452890390204,5.9803394704127655e-06,0.0006584840002783924,0.010072174541759793,1.1090283112811996,0.010072174541759793,1.1090283112811996
0000_SVD,999919,6036,3706,4 user sample,SVD,0.8734150998477656,-0.0009814547228172987,0.8733831139991128,-0.0010134405714700145,0.9734759116307886,0.09907935706020576,0.9734759116307886,0.09907935706020576,0.7930606225443746,-0.000626248918337291,0.7930266106878755,-0.0006602607748363852,0.8276173662082951,0.033930494745583184,0.8276173662082951,0.033930494745583184,0.7843665070744981,0.7843652760905553,0.7861270709936011,0.7861270709936011,0.9087629202479552,0.9087623533130323,0.9096171697795494,0.9096171697795494,130.6572949886322,130.6572949886322,130.6572949886322,130.6572949886322,29.55227494239807,47.577048063278205,52.001298570632926,52.00438075065614,200041.8,199983.8,58.0,58.0,-0.011925906485407034,-1.347041015845488,-0.01195789233405975,-1.3506538439449332,0.08813490529761603,9.954910556176022,0.08813490529761603,9.954910556176022,0.0014463368416216538,0.18270726889897812,0.0014123249851225594,0.17841075011282453,0.03600308050554213,4.548058461777318,0.03600308050554213,4.548058461777318,0.0015701998062710443,0.2005885556295824,0.001568968822328265,0.2004313009349256,0.0033307637253741085,0.4254955847962137,0.0033307637253741085,0.4254955847962137,0.000564776043326054,0.062186434417421846,0.0005642091084031575,0.06212401027281043,0.0014190255749202407,0.15624625352686422,0.0014190255749202407,0.15624625352686422
0001_KNNBaseline_item_msd,999556,6036,3706,4 user sample,KNNBaseline_item_msd,0.8852688280734864,3.95189511741556e-05,0.8853276812259235,9.837210361129944e-05,0.7888704452858507,-0.09635886383646153,0.7888704452858507,-0.09635886383646153,0.7913939674040084,-0.0007409136902237767,0.7913590699644131,-0.0007758111298190594,0.8544070306947755,0.062272149600543385,0.8544070306947755,0.062272149600543385,0.782843435631417,0.7828077910327751,0.8343618505004727,0.8343618505004727,0.9083218706183911,0.9083109188049412,0.9248299839611958,0.9248299839611958,30.921930408477785,30.921930408477785,30.921930408477785,30.921930408477785,243.8083818435669,448.21896052360535,451.7653090953827,451.7763780593872,200041.8,199911.2,130.6,130.6,-7.217825968619529e-05,-0.008152594217355508,-1.3325107249051449e-05,-0.0015050819010677258,-0.09647056104732188,-10.896429777592157,-0.09647056104732188,-10.896429777592157,-0.00022031829874458175,-0.027831521325944103,-0.00025521573833986455,-0.03223991064199879,0.06279274499202259,7.932239996942266,0.06279274499202259,7.932239996942266,4.712836318998548e-05,0.006020514245200294,1.1483764548070319e-05,0.0014670182321306455,0.051565543232245714,6.587351365030988,0.051565543232245714,6.587351365030988,0.0001237264137619043,0.013623284142499534,0.00011277460031200448,0.012417400435316773,0.01663183975656657,1.8313007863644337,0.01663183975656657,1.8313007863644337
0001_SVD,999556,6036,3706,4 user sample,SVD,0.8737234568372033,-0.0006730977333795353,0.8737767767515436,-0.0006197778190392134,0.7868003115805973,-0.08759624298998557,0.7868003115805973,-0.08759624298998557,0.7940828897100991,0.0003960182473871088,0.7940474285509159,0.0003605570882040388,0.8577326789043486,0.06404580744163668,0.8577326789043486,0.06404580744163668,0.785943555323227,0.7859164573116584,0.8267681516490484,0.8267681516490484,0.9099862450180471,0.909981621215402,0.9169503245869992,0.9169503245869992,131.14691705703734,131.14691705703734,131.14691705703734,131.14691705703734,43.5243878364563,78.94454112052918,84.7858510017395,84.79100069999694,200041.8,199911.2,130.6,130.6,-0.01161754949596927,-1.3122118384740602,-0.011564229581628949,-1.3061893099840316,-0.09854069475257532,-11.130253094307976,-0.09854069475257532,-11.130253094307976,0.0024686040073461646,0.31184429739726965,0.0024331428481629835,0.30736469668469524,0.06611839320159563,8.35234967278278,0.06611839320159563,8.35234967278278,0.003147248054999996,0.4020519802888625,0.003120150043431358,0.3985902864462838,0.04397184438082136,5.6172779524564485,0.04397184438082136,5.6172779524564485,0.0017881008134179588,0.19688443814030473,0.0017834770107728604,0.1963753198741418,0.008752180382370023,0.9636862218029416,0.008752180382370023,0.9636862218029416
0002_KNNBaseline_item_msd,999920,6036,3706,4 user sample,KNNBaseline_item_msd,0.8853149169202631,8.56077979508596e-05,0.8852933462235336,6.40371012213814e-05,0.9534973966142888,0.06826808749197666,0.9534973966142888,0.06826808749197666,0.7915123198012128,-0.000622561293019297,0.7914835911690523,-0.000651289925179821,0.8277843192487089,0.035649438154476736,0.8277843192487089,0.035649438154476736,0.7835046258816657,0.7834941725379555,0.7980888118999852,0.7980888118999852,0.9083435864996432,0.9083461683100468,0.9044530418970976,0.9044530418970976,31.350801181793212,31.350801181793212,31.350801181793212,31.350801181793212,261.00182781219485,472.9718194961548,476.13924527168274,476.14197435379026,200041.8,199984.0,57.8,57.8,-2.6089412909491294e-05,-0.0029468207981855634,-4.7660109638969494e-05,-0.0053832488609517745,0.0681563902811162,7.698320736706902,0.0681563902811162,7.698320736706902,-0.00010196590154010199,-0.012880755613143351,-0.000130694533700626,-0.016509875587275735,0.03617003354595594,4.569148662324368,0.03617003354595594,4.569148662324368,0.0007083186134386743,0.09048568661629713,0.0006978652697284815,0.08915030171308107,0.01529250463175813,1.9535739361271818,0.01529250463175813,1.9535739361271818,0.00014544229501400885,0.01601437923454276,0.00014802410541758793,0.016298657552006195,-0.003745102307531556,-0.4123662145127368,-0.003745102307531556,-0.4123662145127368
0002_SVD,999920,6036,3706,4 user sample,SVD,0.8739058104784349,-0.0004907440921479989,0.8738813276218013,-0.0005152269487815887,0.9517570005051852,0.07736044593460245,0.9517570005051852,0.07736044593460245,0.7935767981839355,-0.00011007327877643466,0.7935432855800791,-0.00014358588263285732,0.8354871472656302,0.04180027580291834,0.8354871472656302,0.04180027580291834,0.7847022124708337,0.7846963423598448,0.7929072870840763,0.7929072870840763,0.9094114745713388,0.9094146226258112,0.9046673932506778,0.9046673932506778,130.5406919002533,130.5406919002533,130.5406919002533,130.5406919002533,39.846035194396975,65.45620398521423,70.00872778892517,70.0124536037445,200041.8,199984.0,57.8,57.8,-0.011435195854737734,-1.2916148436520547,-0.011459678711371324,-1.2943802025881543,0.0664159941720126,7.501741554600359,0.0664159941720126,7.501741554600359,0.00196251248118251,0.24791271666355746,0.0019289998773261985,0.24367926554202282,0.043872861562877286,5.542201846942328,0.043872861562877286,5.542201846942328,0.0019059052026066947,0.2434739644158326,0.0019000350916177355,0.24272407444644267,0.010110979815849297,1.291648890262936,0.010110979815849297,1.291648890262936,0.001213330366709564,0.1335975386485908,0.001216478421181999,0.13394416504201864,-0.0035307509539513893,-0.3887643876484143,-0.0035307509539513893,-0.3887643876484143
0003_KNNBaseline_item_msd,1000012,6036,3706,4 user sample,KNNBaseline_item_msd,0.88507174872069,-0.00015756040162218102,0.8850717859847197,-0.00015752313759254122,0.8816785953400392,-0.0035507137822730077,0.8816785953400392,-0.0035507137822730077,0.7911587908497392,-0.0009760902444929664,0.7911474561939664,-0.0009874249002657098,0.7847741065779351,-0.007360774516297019,0.7847741065779351,-0.007360774516297019,0.7833705616510588,0.7833449000353007,0.8318988738822131,0.8318988738822131,0.9080525445539154,0.9080510376272282,0.9103240257169182,0.9103240257169182,32.27084946632385,32.27084946632385,32.27084946632385,32.27084946632385,245.00133213996887,453.8331893444062,457.282986354828,457.2853813171387,200041.8,200002.4,39.4,39.4,-0.0002692576124825319,-0.030412870358023893,-0.0002692203484528921,-0.030408661355010004,-0.003662410993133358,-0.41367235527720664,-0.003662410993133358,-0.41367235527720664,-0.00045549485301377146,-0.05753999911830891,-0.00046682950878651486,-0.05897183984901037,-0.0068401791248178245,-0.8640797985025597,-0.0068401791248178245,-0.8640797985025597,0.0005742543828317626,0.07335936277417733,0.0005485927670736412,0.0700811644076477,0.04910256661398604,6.272713112986228,0.04910256661398604,6.272713112986228,-0.00014559965071381242,-0.01603170537650943,-0.00014710657740102384,-0.016197630257200654,0.002125881512288985,0.23407683949307825,0.002125881512288985,0.23407683949307825
0003_SVD,1000012,6036,3706,4 user sample,SVD,0.8734765364931618,-0.0009200180774210364,0.8734736224261817,-0.0009229321444012006,0.8852250915137327,0.010828536943149893,0.8852250915137327,0.010828536943149893,0.7926992257151819,-0.0009876457475299636,0.7926857741689344,-0.0010010972937775089,0.7960814372113761,0.002394565748664257,0.7960814372113761,0.002394565748664257,0.7841795894414119,0.7841548556172789,0.8301504556056619,0.8301504556056619,0.909036446393974,0.9090284270920268,0.921128822880788,0.921128822880788,130.61984210014344,130.61984210014344,130.61984210014344,130.61984210014344,42.47500600814819,61.51113300323486,68.03498239517212,68.03755621910095,200041.8,200002.4,39.4,39.4,-0.011864469840010772,-1.3401016958595409,-0.011867383906990936,-1.3404308421386943,-0.00011591481943984405,-0.013092674868854189,-0.00011591481943984405,-0.013092674868854189,0.001084940012428981,0.13705412244624024,0.0010714884661814361,0.13535486733039764,0.004467151508623202,0.5643091072639629,0.004467151508623202,0.5643091072639629,0.001383282173184841,0.17671036006955204,0.0013585483490519135,0.17355068444215382,0.0473541483374349,6.049357655082663,0.0473541483374349,6.049357655082663,0.0008383021893447751,0.09230388706408701,0.0008302828873976154,0.09142089671684481,0.012930678676158824,1.423772858232726,0.012930678676158824,1.423772858232726
0004_KNNBaseline_item_msd,999334,6036,3706,4 user sample,KNNBaseline_item_msd,0.8851956405392599,-3.366858305231535e-05,0.8850946376101116,-0.00013467151220059034,0.993650490978504,0.10842118185619176,0.993650490978504,0.10842118185619176,0.7910713284222453,-0.0010635526719868784,0.7911677658785201,-0.0009671152157120223,0.6564951991213543,-0.1356396819728778,0.6564951991213543,-0.1356396819728778,0.7835528437413768,0.7836363012349797,0.6672804778730164,0.6672804778730164,0.9080842400648824,0.9081058503304982,0.8754987625128461,0.8754987625128461,30.174076509475714,30.174076509475714,30.174076509475714,30.174076509475714,241.4258870601654,448.10323119163513,451.4208083152771,451.4268263816833,200041.8,199866.8,175.0,175.0,-0.00014536579391266624,-0.016419186830024905,-0.00024636872306094126,-0.027827551338814583,0.10830948464533141,12.23364600425751,0.10830948464533141,12.23364600425751,-0.0005429572805076832,-0.06858861573293548,-0.0004465198242328272,-0.05640623625638978,-0.1351190865813986,-17.06880345918051,-0.1351190865813986,-17.06880345918051,0.0007565364731497715,0.09664538094078444,0.0008399939667527168,0.10730683818426481,-0.11551582939521066,-14.756818385913627,-0.11551582939521066,-14.756818385913627,-0.00011390413974676772,-0.012541771911075783,-9.229387413101087e-05,-0.010162305959327728,-0.0326993816917831,-3.600467794439304,-0.0326993816917831,-3.600467794439304
0004_SVD,999334,6036,3706,4 user sample,SVD,0.8742028672860508,-0.00019368728453206247,0.8740951140531232,-0.0003014405174596169,0.98936066578316,0.1149641112125772,0.98936066578316,0.1149641112125772,0.7932046045815591,-0.00048226688115282634,0.7933004136681249,-0.000386457794587014,0.6599915154561052,-0.13369535600660665,0.6599915154561052,-0.13369535600660665,0.7852197231574891,0.7853055266889427,0.6656683489498579,0.6656683489498579,0.9092387135420568,0.9092621606641323,0.8738827964252751,0.8738827964252751,121.41037697792055,121.41037697792055,121.41037697792055,121.41037697792055,55.36212182044983,98.3105579853058,104.1600417137146,104.16665034294128,200041.8,199866.8,175.0,175.0,-0.011138139047121798,-1.2580620311774287,-0.011245892280049352,-1.2702328480894156,0.10401965944998737,11.749106695148667,0.10401965944998737,11.749106695148667,0.0015903188788061184,0.20089567703977426,0.0016861279653719308,0.21299867824834368,-0.1316227702466477,-16.627134277876255,-0.1316227702466477,-16.627134277876255,0.0024234158892620927,0.30958448152613777,0.0025092194207156915,0.3205456384269709,-0.11712795831836909,-14.962763266873065,-0.11712795831836909,-14.962763266873065,0.001040569337427577,0.11457514464961546,0.0010640164595031587,0.1171568634325927,-0.03431534777935408,-3.778398799681138,-0.03431534777935408,-3.778398799681138
