,num_ratings,num_users,num_movies,name,algo_name,rmse_all,rmse_non-boycott,rmse_boycott,rmse_all-like-boycott,mae_all,mae_non-boycott,mae_boycott,mae_all-like-boycott,prec10t4_all,prec10t4_non-boycott,prec10t4_boycott,prec10t4_all-like-boycott,prec5t4_all,prec5t4_non-boycott,prec5t4_boycott,prec5t4_all-like-boycott,rec10t4_all,rec10t4_non-boycott,rec10t4_boycott,rec10t4_all-like-boycott,rec5t4_all,rec5t4_non-boycott,rec5t4_boycott,rec5t4_all-like-boycott,ndcg10_all,ndcg10_non-boycott,ndcg10_boycott,ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,prec10t4_frac_all,prec10t4_frac_non-boycott,prec10t4_frac_boycott,prec10t4_frac_all-like-boycott,prec5t4_frac_all,prec5t4_frac_non-boycott,prec5t4_frac_boycott,prec5t4_frac_all-like-boycott,rec10t4_frac_all,rec10t4_frac_non-boycott,rec10t4_frac_boycott,rec10t4_frac_all-like-boycott,rec5t4_frac_all,rec5t4_frac_non-boycott,rec5t4_frac_boycott,rec5t4_frac_all-like-boycott,ndcg10_frac_all,ndcg10_frac_non-boycott,ndcg10_frac_boycott,ndcg10_frac_all-like-boycott,ndcg5_frac_all,ndcg5_frac_non-boycott,ndcg5_frac_boycott,ndcg5_frac_all-like-boycott,ndcgfull_frac_all,ndcgfull_frac_non-boycott,ndcgfull_frac_boycott,ndcgfull_frac_all-like-boycott,tailprec10t4_all,tailprec10t4_non-boycott,tailprec10t4_boycott,tailprec10t4_all-like-boycott,tailprec5t4_all,tailprec5t4_non-boycott,tailprec5t4_boycott,tailprec5t4_all-like-boycott,tailrec10t4_all,tailrec10t4_non-boycott,tailrec10t4_boycott,tailrec10t4_all-like-boycott,tailrec5t4_all,tailrec5t4_non-boycott,tailrec5t4_boycott,tailrec5t4_all-like-boycott,tailndcg10_all,tailndcg10_non-boycott,tailndcg10_boycott,tailndcg10_all-like-boycott,tailndcg5_all,tailndcg5_non-boycott,tailndcg5_boycott,tailndcg5_all-like-boycott,tailndcgfull_all,tailndcgfull_non-boycott,tailndcgfull_boycott,tailndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_GlobalMean,798236,4832,3691,1208 user sample,GlobalMean,1.1171161122111113,1.1151548377830465,1.1248307035006504,1.1248307035006504,0.932982508867519,0.9316790412852136,0.9381340656768418,0.9381340656768418,0.628175149101961,0.6291534545648231,0.6242615772345858,0.6242615772345858,0.6286792399837218,0.6305786313508025,0.6210880588495311,0.6210880588495311,0.5702068851286561,0.5688050985551397,0.57581508715189,0.57581508715189,0.36946207473216686,0.3687873348045455,0.3721604166752604,0.3721604166752604,0.5928328999549471,0.5927489555911696,0.5931645081282818,0.5931645081282818,0.5797339350988319,0.5803622422869867,0.5772355786227764,0.5772355786227764,0.8274462361468611,0.8276559095421391,0.8266066968310067,0.8266066968310067,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.7257060838136714,0.7268624420166253,0.7210803829021674,0.7210803829021674,0.9253608495388242,0.9257594563966766,0.9237665379680766,0.9237665379680766,1.0,1.0,1.0,1.0,0.591734474683366,0.5928077193702224,0.5873841001649668,0.5873841001649668,0.591273578166474,0.592549344696865,0.5861073260792449,0.5861073260792449,0.6734787028718714,0.6731795042085447,0.674682549471243,0.674682549471243,0.4886951483463401,0.48834327084120027,0.49010460691884095,0.49010460691884095,0.5868445647203365,0.5877747219630027,0.5830239095734482,0.5830239095734482,0.5799247469037547,0.5809463180578387,0.5757733210464518,0.5757733210464518,0.8317417697997058,0.8317524340699544,0.8316976027016366,0.8316976027016366,1.0354551315307616,1.0354551315307616,1.0354551315307616,1.0354551315307616,68.91291942596436,113.89971718788146,125.06195373535157,134.64592862129211,200041.8,159647.2,40394.6,40394.6
0000_MovieMean,798236,4832,3691,1208 user sample,MovieMean,0.9801640297194979,0.979484143899359,0.9828434227583951,0.9828434227583951,0.7827807468564274,0.7821769103146147,0.7851672283733784,0.7851672283733784,0.7856155742424499,0.7865349050145725,0.7819350212827463,0.7819350212827463,0.8099664460169942,0.8108418955252518,0.8064646563343647,0.8064646563343647,0.6315463838413861,0.63066442728315,0.6350756013409578,0.6350756013409578,0.4344195903660736,0.43318545785747203,0.4393545183431778,0.4393545183431778,0.7734135423675343,0.7733943834384077,0.7734699021234832,0.7734699021234832,0.7656432563664273,0.7656671052562853,0.7655495435258557,0.7655495435258557,0.9025399779086222,0.9026276625962296,0.9021892602273678,0.9021892602273678,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.9910843076191999,0.9910926070778128,0.9910523286004451,0.9910523286004451,0.7257060838136714,0.7268624420166253,0.7210803829021674,0.7210803829021674,0.9253608495388242,0.9257594563966766,0.9237665379680766,0.9237665379680766,1.0,1.0,1.0,1.0,0.7427815587212574,0.7430238845681401,0.7418046838998944,0.7418046838998944,0.7624171457669273,0.7626706213615794,0.7614006656600099,0.7614006656600099,0.7319836472716267,0.731730267843381,0.7330080967603034,0.7330080967603034,0.5566283994927861,0.5566343908428181,0.5566037217605897,0.5566037217605897,0.7545023515377328,0.7547818497464226,0.7533749124960947,0.7533749124960947,0.745897488114361,0.7460386178658902,0.7453047938836969,0.7453047938836969,0.8993288650420261,0.8994473229328456,0.8988533884719041,0.8988533884719041,2.6677563190460205,2.6677563190460205,2.6677563190460205,2.6677563190460205,53.76136817932129,89.33342509269714,102.46947712898255,109.4773940563202,200041.8,159647.2,40394.6,40394.6
0001_GlobalMean,800670,4832,3684,1208 user sample,GlobalMean,1.117113809892184,1.1219499149676415,1.097483195637076,1.097483195637076,0.9346562379448974,0.9385728377345341,0.918940466447445,0.918940466447445,0.6289599359355184,0.629839182938796,0.625460427943648,0.625460427943648,0.6277651151605655,0.6279533720525603,0.6270184811331558,0.6270184811331558,0.5710209802406768,0.5721912910159274,0.5663497714852693,0.5663497714852693,0.37107917503011295,0.3718565154143959,0.3679785615170724,0.3679785615170724,0.59218763762379,0.5922542838104474,0.5918971890270731,0.5918971890270731,0.5786859540982328,0.579341302030066,0.5760630061754735,0.5760630061754735,0.827112469103651,0.8272104254364269,0.8267204567424361,0.8267204567424361,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.7246934118640093,0.7236974268109875,0.7286717382597101,0.7286717382597101,0.9237317402658192,0.9234243665062619,0.9249621413717992,0.9249621413717992,1.0,1.0,1.0,1.0,0.5920751566458542,0.5931558956433125,0.5877444144144757,0.5877444144144757,0.5919423446874775,0.5927352429450355,0.5887645010116922,0.5887645010116922,0.673649491827927,0.6751724439932757,0.6675443201297513,0.6675443201297513,0.4904530714364112,0.49230675106916155,0.4830179891544672,0.4830179891544672,0.587208916997446,0.5869287202793145,0.5882624831044991,0.5882624831044991,0.5810368857925255,0.5813963975031399,0.5795832382231826,0.5795832382231826,0.8324136654167236,0.8324750792276816,0.8321657936459956,0.8321657936459956,1.0907644271850585,1.0907644271850585,1.0907644271850585,1.0907644271850585,48.227310705184934,85.89607601165771,97.17322158813477,108.56760277748108,200041.8,160134.0,39907.8,39907.8
0001_MovieMean,800670,4832,3684,1208 user sample,MovieMean,0.979974445674987,0.984061283797492,0.9633874341740567,0.9633874341740567,0.782818433965285,0.7859412322400632,0.7702878753937795,0.7702878753937795,0.7850105368451112,0.7847778072195569,0.7859357997880456,0.7859357997880456,0.8100535466866262,0.809533630197679,0.8121227568268836,0.8121227568268836,0.6316840001444932,0.6326630443292732,0.6277781667145697,0.6277781667145697,0.4347556134495627,0.43533806239207723,0.43242706868330716,0.43242706868330716,0.7732824558028983,0.7732713835362911,0.7733316783917988,0.7733316783917988,0.7663317531629652,0.7664836478116742,0.765722942339752,0.765722942339752,0.9026682918883896,0.9025509068702998,0.9031377920672735,0.9031377920672735,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.9917466628901815,0.9912566149923864,0.9937053172168969,0.9937053172168969,0.7246934118640093,0.7236974268109875,0.7286717382597101,0.7286717382597101,0.9237317402658192,0.9234243665062619,0.9249621413717992,0.9249621413717992,1.0,1.0,1.0,1.0,0.7443549744344924,0.7451214222579415,0.7412875747381256,0.7412875747381256,0.7635180659311775,0.7640044213571985,0.7615841590652926,0.7615841590652926,0.7321047939306331,0.7331054617359308,0.7280815984969309,0.7280815984969309,0.5563988318465842,0.5577957899269261,0.5507943567018156,0.5507943567018156,0.754468278897344,0.7540030632825162,0.7563119104687565,0.7563119104687565,0.7461786415818421,0.7460496777104604,0.7466932776701497,0.7466932776701497,0.8995273746895194,0.8995232288411141,0.8995443422400706,0.8995443422400706,2.962869882583618,2.962869882583618,2.962869882583618,2.962869882583618,68.03670482635498,113.11484827995301,136.91790933609008,140.0481285095215,200041.8,160134.0,39907.8,39907.8
0002_GlobalMean,807758,4832,3695,1208 user sample,GlobalMean,1.1171031373623925,1.115091632548534,1.125502517948244,1.125502517948244,0.9341764227148902,0.9323723265336191,0.9417485933398464,0.9417485933398464,0.6275029382090458,0.6265122225620602,0.6314726665662873,0.6314726665662873,0.6282264219403202,0.6271769397776753,0.6324333081058776,0.6324333081058776,0.5708714863661766,0.5682490086880655,0.5813811588433602,0.5813811588433602,0.37166244106441254,0.3688884397475388,0.3827753408151527,0.3827753408151527,0.5925135571644524,0.5915146871534624,0.5966450492182945,0.5966450492182945,0.5797353387708967,0.5781637681871552,0.5860727600414626,0.5860727600414626,0.8273515407548382,0.826943410101809,0.8289840081753033,0.8289840081753033,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.7237762853227496,0.7280519589082515,0.7066680944065544,0.7066680944065544,0.9247569579326413,0.9265780136831785,0.9174683975267153,0.9174683975267153,1.0,1.0,1.0,1.0,0.5928259388192891,0.5913981092868761,0.5985858673761857,0.5985858673761857,0.5926980616145121,0.591015914387538,0.599487376225224,0.599487376225224,0.6725550614237681,0.6691376170930103,0.6863142362379825,0.6863142362379825,0.48832156612353594,0.4846121279865773,0.5032606075549818,0.5032606075549818,0.5866463164416162,0.5856408036126981,0.5908229276062105,0.5908229276062105,0.5795283772416365,0.578855242476326,0.5823041129814823,0.5823041129814823,0.8323861899828566,0.8319072890460436,0.8343098310064161,0.8343098310064161,1.0034257411956786,1.0034257411956786,1.0034257411956786,1.0034257411956786,47.89139251708984,84.4887354850769,94.13959341049194,108.34092364311218,200041.8,161551.6,38490.2,38490.2
0002_MovieMean,807758,4832,3695,1208 user sample,MovieMean,0.9800329019005911,0.9777524441195954,0.9895336070909402,0.9895336070909402,0.7826446422954685,0.7807528971281196,0.7905846854771715,0.7905846854771715,0.7849519330758852,0.7845074053702692,0.7867348192375837,0.7867348192375837,0.8096218508859272,0.8098510864099495,0.808707608762252,0.808707608762252,0.6322862973444495,0.629912442409755,0.6418011343746169,0.6418011343746169,0.43645783880488276,0.43399086805747034,0.44634699768698044,0.44634699768698044,0.7731200824157283,0.7725085301328185,0.7756332982245552,0.7756332982245552,0.7665629674613679,0.7657181649203577,0.7699789071958102,0.7699789071958102,0.9025383169637136,0.9024403371620492,0.9029301037490836,0.9029301037490836,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.9923134255144784,0.9926289358810564,0.9910505419920266,0.9910505419920266,0.7237762853227496,0.7280519589082515,0.7066680944065544,0.7066680944065544,0.9247569579326413,0.9265780136831785,0.9174683975267153,0.9174683975267153,1.0,1.0,1.0,1.0,0.7439440304525455,0.7421533729448989,0.7511616723127164,0.7511616723127164,0.7637033996460681,0.761779330371321,0.7714563735985894,0.7714563735985894,0.731700048009382,0.7285675822708189,0.7443122372342781,0.7443122372342781,0.5563513786572412,0.552607153237546,0.5714280072920779,0.5714280072920779,0.7547018205176379,0.7533324082622923,0.7603512532065319,0.7603512532065319,0.7462863240881971,0.7450796777044323,0.7512536199923522,0.7512536199923522,0.8999366698924207,0.8993927363498889,0.902120324502875,0.902120324502875,2.983101558685303,2.983101558685303,2.983101558685303,2.983101558685303,56.1588680267334,91.25819430351257,103.2729332447052,117.3761278629303,200041.8,161551.6,38490.2,38490.2
0003_GlobalMean,802357,4832,3677,1208 user sample,GlobalMean,1.1171042755137515,1.1156316916800042,1.123055380686365,1.123055380686365,0.93404960861019,0.933255467725953,0.9372701184283929,0.9372701184283929,0.6279029976237082,0.6279496127076708,0.6277136083363379,0.6277136083363379,0.6270332077030272,0.6270735449114792,0.6268635339851614,0.6268635339851614,0.571517405171386,0.5690902175217358,0.5812243156739557,0.5812243156739557,0.370993844816176,0.3687375836498738,0.380016448484208,0.380016448484208,0.5929912524278744,0.5924322052479482,0.5951965469694752,0.5951965469694752,0.5801150545209242,0.5793891340777471,0.5830280168384837,0.5830280168384837,0.8275802478253432,0.8274639541118898,0.8280458954957585,0.8280458954957585,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.7248049899187728,0.7270424309468307,0.7158473636233842,0.7158473636233842,0.9236781571380256,0.9244499213487007,0.9205880091814655,0.9205880091814655,1.0,1.0,1.0,1.0,0.5908939090871765,0.5902916502241793,0.5932825074794936,0.5932825074794936,0.5902858713636757,0.5897229816437202,0.5925094239038208,0.5925094239038208,0.672862670411256,0.6703927333778001,0.6827377448440273,0.6827377448440273,0.4880817711580766,0.4855558028479233,0.49817039132627716,0.49817039132627716,0.587361223457569,0.5864153011386869,0.5912113108328045,0.5912113108328045,0.5806079713465366,0.5796991158341249,0.5842831743446109,0.5842831743446109,0.8320768044095675,0.8317250170339812,0.833487330377827,0.833487330377827,1.021836757659912,1.021836757659912,1.021836757659912,1.021836757659912,53.478650665283205,90.09332590103149,101.20772018432618,113.08708271980285,200041.8,160471.4,39570.4,39570.4
0003_MovieMean,802357,4832,3677,1208 user sample,MovieMean,0.979973371659654,0.9792399292170151,0.9829404754915189,0.9829404754915189,0.7829955427619184,0.783047722131108,0.7827839407322247,0.7827839407322247,0.7848497195359385,0.7857136237744478,0.7814005509762755,0.7814005509762755,0.8094909899509568,0.8105992366376945,0.805066901220815,0.805066901220815,0.6323836000564343,0.6304105712956544,0.64027677138023,0.64027677138023,0.4352718000802661,0.4329760852403825,0.44446111456580367,0.44446111456580367,0.7729606065318076,0.7726002246195623,0.7743923484537474,0.7743923484537474,0.7658798484408627,0.7653776474860718,0.7678719916268048,0.7678719916268048,0.9023197337088137,0.9024256398418004,0.9018963505248256,0.9018963505248256,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.992576602838332,0.992461589625256,0.9930367478281881,0.9930367478281881,0.7248049899187728,0.7270424309468307,0.7158473636233842,0.7158473636233842,0.9236781571380256,0.9244499213487007,0.9205880091814655,0.9205880091814655,1.0,1.0,1.0,1.0,0.742242204573959,0.7427451302483782,0.7402345400406254,0.7402345400406254,0.7621437047320025,0.7623932167269147,0.7611366124921125,0.7611366124921125,0.7316032513633222,0.7298437748156626,0.7386389677959097,0.7386389677959097,0.5563967050311923,0.5546015381321763,0.5635556226462324,0.5635556226462324,0.7547934688708158,0.7543456655074802,0.756603168623458,0.756603168623458,0.7468548374449961,0.7465081616916687,0.748239449639009,0.748239449639009,0.8992878962739688,0.8992873796379015,0.899290236634393,0.899290236634393,2.402154016494751,2.402154016494751,2.402154016494751,2.402154016494751,67.43783912658691,109.81677193641663,133.879380941391,136.58868288993835,200041.8,160471.4,39570.4,39570.4
0004_GlobalMean,798378,4832,3691,1208 user sample,GlobalMean,1.1171049130651476,1.1167832611166886,1.1183754239941983,1.1183754239941983,0.9333971122130279,0.9330402015573924,0.9348089373537135,0.9348089373537135,0.6278838251283242,0.626869031246132,0.6319460633996596,0.6319460633996596,0.628088458115501,0.6268110852042138,0.6332021590574305,0.6332021590574305,0.5701378350323549,0.5706043012579345,0.5682672838962163,0.5682672838962163,0.3707117636961381,0.37166705949893886,0.3668850705308559,0.3668850705308559,0.591907735702348,0.5913496233400585,0.5941196362711982,0.5941196362711982,0.5799140190799734,0.5798720085834703,0.5801209526922039,0.5801209526922039,0.8275518516783127,0.8273995216252341,0.8281610464833914,0.8281610464833914,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.7240523260614027,0.7232276773758564,0.727348880975765,0.727348880975765,0.9249744825869003,0.9247290245977252,0.9259563418688994,0.9259563418688994,1.0,1.0,1.0,1.0,0.5897782238593943,0.5895755399411284,0.5905900086574577,0.5905900086574577,0.5893496999881666,0.5882579429521574,0.5937002626754676,0.5937002626754676,0.6728668382641144,0.6723649773530915,0.6748648800415175,0.6748648800415175,0.48839794248450874,0.48754617529277755,0.49180429043480134,0.49180429043480134,0.5873154774973028,0.586014848088156,0.5924837032986178,0.5924837032986178,0.5791170751812762,0.578014813071539,0.5835667690623707,0.5835667690623707,0.831571388272712,0.8314381990207635,0.8321098225471791,0.8321098225471791,1.1080225467681886,1.1080225467681886,1.1080225467681886,1.1080225467681886,49.184913873672485,88.39726648330688,102.01199769973755,118.64055342674256,200041.8,159675.6,40366.2,40366.2
0004_MovieMean,798378,4832,3691,1208 user sample,MovieMean,0.9801683832611625,0.9803061910858167,0.9796162682541935,0.9796162682541935,0.7824693221965098,0.782557530487318,0.7821203967070735,0.7821203967070735,0.7849005693548123,0.7842092192238231,0.7876790156959991,0.7876790156959991,0.8091628211534395,0.8086869223870832,0.8110806132387888,0.8110806132387888,0.631666043912951,0.6320632699972407,0.6300684549128103,0.6300684549128103,0.4346396756622622,0.43587108963124893,0.4297118996493737,0.4297118996493737,0.7735802877305683,0.773604648141765,0.7734798649345725,0.7734798649345725,0.7659514514570503,0.7661889003797917,0.7649976279932804,0.7649976279932804,0.9026008195280613,0.9024892566535192,0.9030460172594807,0.9030460172594807,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.991848014319813,0.9920459370708576,0.9910561734254377,0.9910561734254377,0.7240523260614027,0.7232276773758564,0.727348880975765,0.727348880975765,0.9249744825869003,0.9247290245977252,0.9259563418688994,0.9259563418688994,1.0,1.0,1.0,1.0,0.7435144071809818,0.7420739666226093,0.7492848516804689,0.7492848516804689,0.7623418177178461,0.7607954760372433,0.768534280260029,0.768534280260029,0.7329247816081665,0.7327451577892293,0.7336423376927096,0.7336423376927096,0.5569207909897089,0.556987726034768,0.5566662231872337,0.5566662231872337,0.7560028062086365,0.756182584376092,0.7552977944457083,0.7552977944457083,0.7466609692599094,0.7470427095915052,0.7451043634828809,0.7451043634828809,0.8995764442910739,0.8994064701204019,0.900257772893853,0.900257772893853,2.4942134857177733,2.4942134857177733,2.4942134857177733,2.4942134857177733,60.055037593841554,104.79277024269103,132.12655687332153,135.11537189483641,200041.8,159675.6,40366.2,40366.2
