,num_ratings,num_users,num_movies,name,algo_name,rmse_all,rmse_non-boycott,rmse_boycott,rmse_all-like-boycott,mae_all,mae_non-boycott,mae_boycott,mae_all-like-boycott,prec10t4_all,prec10t4_non-boycott,prec10t4_boycott,prec10t4_all-like-boycott,prec5t4_all,prec5t4_non-boycott,prec5t4_boycott,prec5t4_all-like-boycott,rec10t4_all,rec10t4_non-boycott,rec10t4_boycott,rec10t4_all-like-boycott,rec5t4_all,rec5t4_non-boycott,rec5t4_boycott,rec5t4_all-like-boycott,ndcg10_all,ndcg10_non-boycott,ndcg10_boycott,ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,prec10t4_frac_all,prec10t4_frac_non-boycott,prec10t4_frac_boycott,prec10t4_frac_all-like-boycott,prec5t4_frac_all,prec5t4_frac_non-boycott,prec5t4_frac_boycott,prec5t4_frac_all-like-boycott,rec10t4_frac_all,rec10t4_frac_non-boycott,rec10t4_frac_boycott,rec10t4_frac_all-like-boycott,rec5t4_frac_all,rec5t4_frac_non-boycott,rec5t4_frac_boycott,rec5t4_frac_all-like-boycott,ndcg10_frac_all,ndcg10_frac_non-boycott,ndcg10_frac_boycott,ndcg10_frac_all-like-boycott,ndcg5_frac_all,ndcg5_frac_non-boycott,ndcg5_frac_boycott,ndcg5_frac_all-like-boycott,ndcgfull_frac_all,ndcgfull_frac_non-boycott,ndcgfull_frac_boycott,ndcgfull_frac_all-like-boycott,tailprec10t4_all,tailprec10t4_non-boycott,tailprec10t4_boycott,tailprec10t4_all-like-boycott,tailprec5t4_all,tailprec5t4_non-boycott,tailprec5t4_boycott,tailprec5t4_all-like-boycott,tailrec10t4_all,tailrec10t4_non-boycott,tailrec10t4_boycott,tailrec10t4_all-like-boycott,tailrec5t4_all,tailrec5t4_non-boycott,tailrec5t4_boycott,tailrec5t4_all-like-boycott,tailndcg10_all,tailndcg10_non-boycott,tailndcg10_boycott,tailndcg10_all-like-boycott,tailndcg5_all,tailndcg5_non-boycott,tailndcg5_boycott,tailndcg5_all-like-boycott,tailndcgfull_all,tailndcgfull_non-boycott,tailndcgfull_boycott,tailndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_GlobalMean,198941,1208,3418,4832 user sample,GlobalMean,1.1171479984140005,1.1091168076668463,1.1191307540964746,1.1191307540964746,0.9323202719693017,0.9268624408101361,0.9336753528705526,0.9336753528705526,0.6280710363619739,0.6246439841617591,0.6289283470346981,0.6289283470346981,0.6280155749816803,0.6237287572137178,0.6290877141269269,0.6290877141269269,0.5713504674540457,0.5690284025366475,0.571931305094626,0.571931305094626,0.37144021969776564,0.36506214536384973,0.3730363777597317,0.3730363777597317,0.593445994629623,0.5949123880456157,0.5930557530379057,0.5930557530379057,0.5802784492977706,0.578117512157181,0.580824168838525,0.580824168838525,0.8273436578742596,0.8259229979255643,0.8276986365734007,0.8276986365734007,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.7251966840109513,0.73703588274029,0.722238285485344,0.722238285485344,0.9250779191400105,0.9290793645490176,0.9240771537536963,0.9240771537536963,1.0,1.0,1.0,1.0,0.5906319795738003,0.5871993538856761,0.59148994774503,0.59148994774503,0.5903123741018487,0.584668413295806,0.5917234025641436,0.5917234025641436,0.6727691065274424,0.6743790016738037,0.6723615040596382,0.6723615040596382,0.48858784564534863,0.48315310652703297,0.4899434819124101,0.4899434819124101,0.587734773788575,0.5912593408937392,0.5868457552166217,0.5868457552166217,0.5805015038155747,0.5806057523729081,0.5804772027498051,0.5804772027498051,0.8317374988036026,0.8293495696097096,0.8323335002484369,0.8323335002484369,0.20285325050354003,0.20285325050354003,0.20285325050354003,0.20285325050354003,37.438831853866574,54.91111388206482,86.67879319190979,126.61854686737061,200041.8,39788.2,160253.6,160253.6
0000_MovieMean,198941,1208,3418,4832 user sample,MovieMean,0.9891690623377201,0.980533557467828,0.991298680080367,0.991298680080367,0.7895594825916119,0.7811733703157111,0.79164160360964,0.79164160360964,0.7807976900074688,0.7778722622678833,0.7815297798602641,0.7815297798602641,0.805445993513122,0.8046306779522177,0.8056496352512591,0.8056496352512591,0.6308055881961925,0.6304312175596658,0.6308985676298056,0.6308985676298056,0.4337562426321793,0.43023691101895845,0.4346362305765604,0.4346362305765604,0.7683155577940649,0.7699731345309457,0.7678949110544349,0.7678949110544349,0.760283481925449,0.7613029784148972,0.7600279424669439,0.7600279424669439,0.900477723795815,0.9003042403458901,0.9005212215710197,0.9005212215710197,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.9924777484865789,0.993703804946364,0.9921713912114234,0.9921713912114234,0.7251966840109513,0.73703588274029,0.722238285485344,0.722238285485344,0.9250779191400105,0.9290793645490176,0.9240771537536963,0.9240771537536963,1.0,1.0,1.0,1.0,0.7386094724333216,0.7384150820032198,0.7386561853274362,0.7386561853274362,0.7573306225421989,0.75672153894653,0.7574818807074373,0.7574818807074373,0.7299401471393661,0.7325773380696046,0.7292771712283658,0.7292771712283658,0.5548476971345109,0.5548523538669385,0.5548428214175252,0.5548428214175252,0.7473718960602216,0.7512535479856326,0.7463896382475632,0.7463896382475632,0.7402500227395126,0.7430148980504475,0.7395517478250063,0.7395517478250063,0.8971582854123386,0.8969509130540401,0.8972102021954662,0.8972102021954662,0.28005638122558596,0.28005638122558596,0.28005638122558596,0.28005638122558596,21.156836700439452,30.465315723419188,54.71472063064575,89.71490364074707,200041.8,39788.2,160253.6,160253.6
0001_GlobalMean,198256,1208,3492,4832 user sample,GlobalMean,1.117437965035524,1.1338691801400091,1.1133364532554757,1.1133364532554757,0.9379639890269129,0.951147751285004,0.9347047497283987,0.9347047497283987,0.6271075161325347,0.6216461097262886,0.6284750572967843,0.6284750572967843,0.6274529253678554,0.620830835707672,0.6291121483063191,0.6291121483063191,0.5704953753095694,0.5737912549138647,0.569671117198674,0.569671117198674,0.3700560915665182,0.3718633785091832,0.3696042412232587,0.3696042412232587,0.5925502713971555,0.5912077238786942,0.5928799155365534,0.5928799155365534,0.5798709127860114,0.5781381327141653,0.5803025523432758,0.5803025523432758,0.827336656734604,0.8260922525786493,0.8276478582545381,0.8276478582545381,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.724802028208666,0.722284935726364,0.7254311359279637,0.7254311359279637,0.9258887735372788,0.9246074017853765,0.9262094283776549,0.9262094283776549,1.0,1.0,1.0,1.0,0.5928046588426008,0.5876810026695946,0.5940935092958818,0.5940935092958818,0.5922775597711099,0.5871003614322826,0.5935800902373078,0.5935800902373078,0.6722667587529076,0.6784534151423213,0.670719912225873,0.670719912225873,0.48843180303266387,0.4907114570259747,0.4878573406370064,0.4878573406370064,0.5862906473921052,0.5867636052263007,0.586140889780624,0.586140889780624,0.5801769542597404,0.5795603815798328,0.5803178830078932,0.5803178830078932,0.8326777435789717,0.8308785379975893,0.8331277368007447,0.8331277368007447,0.21607351303100586,0.21607351303100586,0.21607351303100586,0.21607351303100586,38.11031489372253,56.763620376586914,97.87073640823364,140.02594556808472,200041.8,39651.2,160390.6,160390.6
0001_MovieMean,198256,1208,3492,4832 user sample,MovieMean,0.9896418223315717,0.9987840038716795,0.9873678271250277,0.9873678271250277,0.7905307205215506,0.8001604973776478,0.7881500842077094,0.7881500842077094,0.7814945569055627,0.7768131860083384,0.7826621249102427,0.7826621249102427,0.8044723826385474,0.8006456279929024,0.8054264009968882,0.8054264009968882,0.6303806167490151,0.635817455359304,0.6290189712873775,0.6290189712873775,0.4322672584969885,0.43726753805037344,0.431015240956203,0.431015240956203,0.7666816380803277,0.7649460693199771,0.7671155345205257,0.7671155345205257,0.7580829917635586,0.755571123405444,0.758710642937685,0.758710642937685,0.8998624630418062,0.8988597563127841,0.9001132527287355,0.9001132527287355,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.9912165871748633,0.9907210678784629,0.9913405301867941,0.9913405301867941,0.724802028208666,0.722284935726364,0.7254311359279637,0.7254311359279637,0.9258887735372788,0.9246074017853765,0.9262094283776549,0.9262094283776549,1.0,1.0,1.0,1.0,0.7384428290531673,0.7344248612409068,0.7394457458248845,0.7394457458248845,0.7569093752630673,0.7521408928544633,0.7580991694842785,0.7580991694842785,0.7294700605236819,0.736934871718409,0.7276042768090194,0.7276042768090194,0.5537492171657867,0.558860770981187,0.5524695102774448,0.5524695102774448,0.746152067623561,0.7482097416733916,0.745636726997379,0.745636726997379,0.7381627872180294,0.740026509592677,0.737689340177156,0.737689340177156,0.8965799102953266,0.8966840320768685,0.8965536238412577,0.8965536238412577,0.3076786518096924,0.3076786518096924,0.3076786518096924,0.3076786518096924,20.33902015686035,27.07245240211487,47.95483226776123,75.7821180343628,200041.8,39651.2,160390.6,160390.6
0002_GlobalMean,196451,1208,3467,4832 user sample,GlobalMean,1.1171081848897704,1.1292462880922893,1.1141211843296657,1.1141211843296657,0.9343161464565629,0.9431220345894827,0.9321638515103301,0.9321638515103301,0.6253952539439215,0.625951439476819,0.6252582512803256,0.6252582512803256,0.6256222898985386,0.6268257484641258,0.6253232382609756,0.6253232382609756,0.5702150035283633,0.5760915956540816,0.5687439363490416,0.5687439363490416,0.36969257454208093,0.37291256188140987,0.36888461894562985,0.36888461894562985,0.5910157758312236,0.5937540499224422,0.5903234078146861,0.5903234078146861,0.5783728584663005,0.5812000014767972,0.577664282566769,0.577664282566769,0.826837913817636,0.8268640137016414,0.8268312447816767,0.8268312447816767,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.725107489620697,0.7252000601068392,0.7250851953245229,0.7250851953245229,0.9242187758497871,0.9251278196168077,0.9239918183136012,0.9239918183136012,1.0,1.0,1.0,1.0,0.590660914258064,0.5948931519142919,0.5896036097834886,0.5896036097834886,0.5909317453534195,0.5937732921762786,0.5902229032424293,0.5902229032424293,0.6726395601870448,0.6783149828056323,0.6712200437683412,0.6712200437683412,0.48960473484762346,0.49716780357458,0.4877133719787439,0.4877133719787439,0.5860885822246741,0.5833828389606811,0.5867418261404184,0.5867418261404184,0.5794528415865997,0.5831076419639754,0.5785433870222101,0.5785433870222101,0.8317348480156685,0.8319335874073106,0.8316838316869802,0.8316838316869802,0.2010953903198242,0.2010953903198242,0.2010953903198242,0.2010953903198242,52.796022510528566,72.2453890800476,109.3467279434204,157.83855271339417,200041.8,39290.2,160751.6,160751.6
0002_MovieMean,196451,1208,3467,4832 user sample,MovieMean,0.9898583828739168,1.0121905417939825,0.9843215390925595,0.9843215390925595,0.7907039586367386,0.8067821492577079,0.7867742015429917,0.7867742015429917,0.7813126273152358,0.7833155989802665,0.7808113122889974,0.7808113122889974,0.8050688028080362,0.8056064720792413,0.8049338397756218,0.8049338397756218,0.6304178843041317,0.6330436573271438,0.6297606140991894,0.6297606140991894,0.433881540340852,0.43701432864787415,0.433095605228778,0.433095605228778,0.7670764029937457,0.7630595129395304,0.7680794929449617,0.7680794929449617,0.7594576808358913,0.7558686792176792,0.7603564932199494,0.7603564932199494,0.9003635666772098,0.8993436480096676,0.9006184825739656,0.9006184825739656,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.9911862704970916,0.9908914321603219,0.9912603668799589,0.9912603668799589,0.725107489620697,0.7252000601068392,0.7250851953245229,0.7250851953245229,0.9242187758497871,0.9251278196168077,0.9239918183136012,0.9239918183136012,1.0,1.0,1.0,1.0,0.7372715336505148,0.7406386242508116,0.7364292490580957,0.7364292490580957,0.7562252856273312,0.759000989238186,0.7555314166369301,0.7555314166369301,0.7296044818789509,0.7306014816308108,0.7293534390245988,0.7293534390245988,0.5547615769804691,0.5598289614618619,0.5534923490644734,0.5534923490644734,0.7462322859388913,0.7401092584209057,0.7477200502132575,0.7477200502132575,0.7378451356576378,0.7372249188162379,0.7379858173390439,0.7379858173390439,0.8962032896236731,0.8958222195973026,0.8962974749978228,0.8962974749978228,0.28331594467163085,0.28331594467163085,0.28331594467163085,0.28331594467163085,22.307672357559206,31.1245005607605,54.658655834198,83.94983820915222,200041.8,39290.2,160751.6,160751.6
0003_GlobalMean,198055,1208,3436,4832 user sample,GlobalMean,1.1174870803592625,1.1353175122956336,1.1130396404112075,1.1130396404112075,0.938273545575063,0.9539094864250959,0.9344129703856632,0.9344129703856632,0.6284243021893884,0.6274713820316861,0.6286597312168882,0.6286597312168882,0.6287214375389659,0.6278716115193947,0.6289307015673907,0.6289307015673907,0.5709795555825776,0.5715829796006393,0.5708275182575858,0.5708275182575858,0.3701890157113914,0.3703588008113461,0.37014603605736796,0.37014603605736796,0.5922990537772452,0.5930819661706205,0.5921017841187544,0.5921017841187544,0.5798879027576864,0.5804281659204988,0.579749504778172,0.579749504778172,0.8274126309359986,0.8269659625459885,0.8275244273458071,0.8275244273458071,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.7239714695628697,0.7261869842806029,0.7234169396514909,0.7234169396514909,0.9259062438897496,0.9284412737354251,0.9252722024338873,0.9252722024338873,1.0,1.0,1.0,1.0,0.5913128166544478,0.5925595167808682,0.5909912200721317,0.5909912200721317,0.5914658571813469,0.5920195740538043,0.5913180109735556,0.5913180109735556,0.672276023531584,0.6742668510478339,0.6717714350109716,0.6717714350109716,0.48900913869019746,0.48892682757145395,0.4890160763781023,0.4890160763781023,0.5868985539183356,0.586868562597167,0.5869011095282124,0.5869011095282124,0.580718456772492,0.582365310860667,0.5803020451930371,0.5803020451930371,0.8319048027614746,0.8321957521548977,0.8318310076051928,0.8318310076051928,0.2038651943206787,0.2038651943206787,0.2038651943206787,0.2038651943206787,45.5965175151825,66.0890338897705,110.80081992149353,151.90472855567933,200041.8,39611.0,160430.8,160430.8
0003_MovieMean,198055,1208,3436,4832 user sample,MovieMean,0.9893414890744842,1.0019947076092968,0.9861910819290539,0.9861910819290539,0.7906776362531065,0.8010824178110617,0.7881086538920877,0.7881086538920877,0.7826194017672959,0.7830983707396681,0.782501803296504,0.782501803296504,0.8071496770809207,0.8067896431381456,0.807241055182647,0.807241055182647,0.630517638374068,0.6321007551858825,0.6301218774669342,0.6301218774669342,0.4333552828121717,0.4344908129808641,0.4330723176776946,0.4330723176776946,0.76805278785453,0.7670743235474845,0.768294137491558,0.768294137491558,0.7609369150874714,0.7599283100684402,0.7611872591368264,0.7611872591368264,0.9007193771083901,0.9010752342086091,0.9006303428900605,0.9006303428900605,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.9909869417818769,0.9907244968745544,0.9910526241220026,0.9910526241220026,0.7239714695628697,0.7261869842806029,0.7234169396514909,0.7234169396514909,0.9259062438897496,0.9284412737354251,0.9252722024338873,0.9252722024338873,1.0,1.0,1.0,1.0,0.7380082131515199,0.7373997943038106,0.7381697712144437,0.7381697712144437,0.756867725107408,0.7545402635483923,0.7574584075426622,0.7574584075426622,0.7299074738056792,0.7328576862868668,0.7291674250581142,0.7291674250581142,0.5540241233896891,0.5565648727304249,0.5533835834729137,0.5533835834729137,0.7473733709838887,0.7458031207623292,0.7477619375468881,0.7477619375468881,0.739573705547241,0.7405594108367372,0.739324997934538,0.739324997934538,0.8970824500184935,0.8962905446043792,0.897279557860782,0.897279557860782,0.2717313766479492,0.2717313766479492,0.2717313766479492,0.2717313766479492,22.20956449508667,33.05639433860779,51.52194809913635,75.80558910369874,200041.8,39611.0,160430.8,160430.8
0004_GlobalMean,208190,1208,3465,4832 user sample,GlobalMean,1.1173013275731638,1.1288482516359586,1.114245873335685,1.114245873335685,0.9370319928564086,0.9452251034393011,0.9348783535639693,0.9348783535639693,0.626641175953772,0.6228075042102035,0.6275983548902039,0.6275983548902039,0.6258118466467186,0.6227701646720238,0.6265710457708482,0.6265710457708482,0.5703320033292609,0.5645189972785338,0.5717837517211204,0.5717837517211204,0.3705328406151166,0.37221304547439477,0.3701135365971133,0.3701135365971133,0.5905204786777077,0.5817592326915124,0.592680619911627,0.592680619911627,0.5783978385136324,0.5747819198691934,0.5792930632155692,0.5792930632155692,0.8265629263374231,0.8257020547753253,0.8267781364014762,0.8267781364014762,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.7235052430824114,0.7156589919938015,0.7254659272615067,0.7254659272615067,0.9260892181212432,0.9206273056950515,0.9274533867176833,0.9274533867176833,1.0,1.0,1.0,1.0,0.591047358214481,0.5893760438534998,0.5914511509958118,0.5914511509958118,0.5902025163760138,0.5866848443783234,0.5910619081665767,0.5910619081665767,0.6717551785750511,0.6590470368360997,0.6749123955700587,0.6749123955700587,0.4877128440526234,0.4801062670229073,0.48959815094064235,0.48959815094064235,0.5859204535347047,0.5768685715305264,0.5882300386278712,0.5882300386278712,0.5785649164809423,0.5675306450327957,0.5812802540411621,0.5812802540411621,0.8315874471178368,0.8309675078882759,0.8317438801717287,0.8317438801717287,0.2381159782409668,0.2381159782409668,0.2381159782409668,0.2381159782409668,40.00235686302185,57.62444896697998,97.94072585105896,138.2443319797516,200041.8,41638.0,158403.8,158403.8
0004_MovieMean,208190,1208,3465,4832 user sample,MovieMean,0.9882376508359603,0.9874629885111842,0.9884399225113777,0.9884399225113777,0.787721047441212,0.787631659414103,0.7877445438258655,0.7877445438258655,0.7829074582932952,0.7833003219943953,0.7828083199254297,0.7828083199254297,0.8057276162572414,0.8065041268076228,0.8055318081205638,0.8055318081205638,0.6303948080050688,0.6261768427357441,0.6314489063920992,0.6314489063920992,0.4340249240202884,0.43617728340108375,0.4334874523207056,0.4334874523207056,0.7678559466972363,0.7644241770666541,0.7687025294492595,0.7687025294492595,0.7611123284922718,0.7622210063836121,0.7608355250111708,0.7608355250111708,0.900997698644695,0.9018541656518172,0.9007836092114646,0.9007836092114646,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.9915521060160396,0.9915490191619872,0.9915527946049771,0.9915527946049771,0.7235052430824114,0.7156589919938015,0.7254659272615067,0.7254659272615067,0.9260892181212432,0.9206273056950515,0.9274533867176833,0.9274533867176833,1.0,1.0,1.0,1.0,0.7403553230893035,0.7416560921383283,0.7400128456978463,0.7400128456978463,0.7583246624114174,0.7597060658127386,0.757961576897841,0.757961576897841,0.7298651677214651,0.7209984054365762,0.7320699476693033,0.7320699476693033,0.553951436512296,0.549038387393199,0.5551659590736832,0.5551659590736832,0.7476395878800042,0.7449005180231104,0.7483372826313248,0.7483372826313248,0.7387350795934939,0.7349761799264213,0.7396489919692032,0.7396489919692032,0.8970059845246899,0.8976438904304818,0.8968451462459827,0.8968451462459827,0.30471410751342776,0.30471410751342776,0.30471410751342776,0.30471410751342776,21.521621417999267,32.780603361129764,51.10339303016663,74.72907247543336,200041.8,41638.0,158403.8,158403.8
