,num_ratings,num_users,num_movies,name,algo_name,rmse_all,rmse_non-boycott,rmse_boycott,rmse_all-like-boycott,mae_all,mae_non-boycott,mae_boycott,mae_all-like-boycott,prec10t4_all,prec10t4_non-boycott,prec10t4_boycott,prec10t4_all-like-boycott,prec5t4_all,prec5t4_non-boycott,prec5t4_boycott,prec5t4_all-like-boycott,rec10t4_all,rec10t4_non-boycott,rec10t4_boycott,rec10t4_all-like-boycott,rec5t4_all,rec5t4_non-boycott,rec5t4_boycott,rec5t4_all-like-boycott,ndcg10_all,ndcg10_non-boycott,ndcg10_boycott,ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,prec10t4_frac_all,prec10t4_frac_non-boycott,prec10t4_frac_boycott,prec10t4_frac_all-like-boycott,prec5t4_frac_all,prec5t4_frac_non-boycott,prec5t4_frac_boycott,prec5t4_frac_all-like-boycott,rec10t4_frac_all,rec10t4_frac_non-boycott,rec10t4_frac_boycott,rec10t4_frac_all-like-boycott,rec5t4_frac_all,rec5t4_frac_non-boycott,rec5t4_frac_boycott,rec5t4_frac_all-like-boycott,ndcg10_frac_all,ndcg10_frac_non-boycott,ndcg10_frac_boycott,ndcg10_frac_all-like-boycott,ndcg5_frac_all,ndcg5_frac_non-boycott,ndcg5_frac_boycott,ndcg5_frac_all-like-boycott,ndcgfull_frac_all,ndcgfull_frac_non-boycott,ndcgfull_frac_boycott,ndcgfull_frac_all-like-boycott,tailprec10t4_all,tailprec10t4_non-boycott,tailprec10t4_boycott,tailprec10t4_all-like-boycott,tailprec5t4_all,tailprec5t4_non-boycott,tailprec5t4_boycott,tailprec5t4_all-like-boycott,tailrec10t4_all,tailrec10t4_non-boycott,tailrec10t4_boycott,tailrec10t4_all-like-boycott,tailrec5t4_all,tailrec5t4_non-boycott,tailrec5t4_boycott,tailrec5t4_all-like-boycott,tailndcg10_all,tailndcg10_non-boycott,tailndcg10_boycott,tailndcg10_all-like-boycott,tailndcg5_all,tailndcg5_non-boycott,tailndcg5_boycott,tailndcg5_all-like-boycott,tailndcgfull_all,tailndcgfull_non-boycott,tailndcgfull_boycott,tailndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_GlobalMean,394045,2416,3540,3624 user sample,GlobalMean,1.1171733740257415,1.1156596549144235,1.1181549805918467,1.1181549805918467,0.9319663151508664,0.9317717732264651,0.9320927798641314,0.9320927798641314,0.6294970641730759,0.6342433298735669,0.6263257752788732,0.6263257752788732,0.6292233440905155,0.6334604135813493,0.6263915430600381,0.6263915430600381,0.5709728130357012,0.5761772674070536,0.5674965874783902,0.5674965874783902,0.37128615606023707,0.3783094739162637,0.3665957239346944,0.3665957239346944,0.5923706355480685,0.5925100752687137,0.5922732204004832,0.5922732204004832,0.5795875516172343,0.5832125536432639,0.5771742340442187,0.5771742340442187,0.8277847004134209,0.8294703225021058,0.8266607144499576,0.8266607144499576,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.7261853502957192,0.716249463663754,0.7328104216969008,0.7328104216969008,0.9242569460058704,0.922312454101653,0.9255531542021789,0.9255531542021789,1.0,1.0,1.0,1.0,0.5927916898256076,0.5995511689307955,0.5882898981818167,0.5882898981818167,0.5928088596486669,0.5994428240188948,0.5883900815879498,0.5883900815879498,0.6732147785104414,0.6760707149960765,0.6713126248528791,0.6713126248528791,0.48914677396658746,0.49651302999872726,0.4842418596872621,0.4842418596872621,0.586446847571775,0.5846728972991835,0.5875798676902197,0.5875798676902197,0.5805582578759271,0.5824389212173272,0.5793381918859116,0.5793381918859116,0.8325026910655307,0.8341634423293875,0.8313936307734092,0.8313936307734092,0.22612614631652833,0.22612614631652833,0.22612614631652833,0.22612614631652833,15.504627370834351,34.76677913665772,43.26776819229126,65.7649736404419,200041.8,78809.0,121232.8,121232.8
0000_MovieMean,394045,2416,3540,3624 user sample,MovieMean,0.983298637361349,0.9864108864398956,0.9812665364539856,0.9812665364539856,0.7849622444475897,0.7875017187741125,0.7833114232452179,0.7833114232452179,0.7843333967194364,0.7855471450639885,0.7835224315494429,0.7835224315494429,0.8086728410638541,0.8103103981068941,0.8075793089587877,0.8075793089587877,0.6313902926570997,0.633875723901485,0.6297308453761324,0.6297308453761324,0.43398358408934506,0.4385479263198583,0.43093567868727584,0.43093567868727584,0.7716973439659525,0.7711279386491413,0.7720700130066556,0.7720700130066556,0.763533576554891,0.7646384328731687,0.7628005558381468,0.7628005558381468,0.9021823400970842,0.9026342342268624,0.9018810707699254,0.9018810707699254,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.9915839343540698,0.9924630472832081,0.9909977999477466,0.9909977999477466,0.7261853502957192,0.716249463663754,0.7328104216969008,0.7328104216969008,0.9242569460058704,0.922312454101653,0.9255531542021789,0.9255531542021789,1.0,1.0,1.0,1.0,0.7422351862713763,0.7453146471794838,0.7401860642619553,0.7401860642619553,0.760648681183418,0.763113555566153,0.7590086638615686,0.7590086638615686,0.7313187890823989,0.7327818416435661,0.7303449741254091,0.7303449741254091,0.5558239428487493,0.560298148215399,0.5528453076089332,0.5528453076089332,0.7521642917338023,0.7516880286669727,0.7524675178500436,0.7524675178500436,0.7438670953361202,0.7452447724300038,0.7429671421673172,0.7429671421673172,0.8986657542807643,0.8995325847609775,0.8980878750646086,0.8980878750646086,0.5992362022399902,0.5992362022399902,0.5992362022399902,0.5992362022399902,15.665055513381958,28.327114868164063,39.932488679885864,62.216629934310916,200041.8,78809.0,121232.8,121232.8
0001_GlobalMean,402366,2416,3590,3624 user sample,GlobalMean,1.1171097237492822,1.122619791398145,1.1133847759801327,1.1133847759801327,0.934477875626308,0.9387905313644446,0.9315753350783706,0.9315753350783706,0.627123532990842,0.6268645351532611,0.6272987270230066,0.6272987270230066,0.6266865997086061,0.6266406125172382,0.6267203872776447,0.6267203872776447,0.5698176014161074,0.5702275845235073,0.5695423379282321,0.5695423379282321,0.3704223025163393,0.37095899276304645,0.3700630673519826,0.3700630673519826,0.5909270614251028,0.5917861660524567,0.5903366680649906,0.5903366680649906,0.5785420349967286,0.5782643839240121,0.5787292725561133,0.5787292725561133,0.8267067411654564,0.8266368623341489,0.8267534653582288,0.8267534653582288,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.7233928885808238,0.7240876593086958,0.7229300088837101,0.7229300088837101,0.9251157895443042,0.9244335758755644,0.9255697455316202,0.9255697455316202,1.0,1.0,1.0,1.0,0.5901003112328574,0.5904747237107084,0.5898531047677226,0.5898531047677226,0.5888306262798549,0.5890270412665081,0.5887032851425831,0.5887032851425831,0.6721942871685304,0.6743975636551436,0.6707231442725791,0.6707231442725791,0.4877876272559162,0.48944732903197863,0.48668377907923344,0.48668377907923344,0.5850224098454084,0.5850334659343812,0.5849866211151106,0.5849866211151106,0.5782576623581559,0.5794049571525204,0.5774699249367572,0.5774699249367572,0.8312595024941803,0.8315897578135993,0.8310391969326485,0.8310391969326485,0.2453948974609375,0.2453948974609375,0.2453948974609375,0.2453948974609375,19.962119770050048,35.66099505424499,49.375801467895506,70.0888783454895,200041.8,80473.2,119568.6,119568.6
0001_MovieMean,402366,2416,3590,3624 user sample,MovieMean,0.9831527407470713,0.987436433462603,0.9802587769278723,0.9802587769278723,0.7848587559765126,0.7885070765982132,0.782403328345161,0.782403328345161,0.7844438020910598,0.7855519273562612,0.7837077015437435,0.7837077015437435,0.8093766595378019,0.8108249378201279,0.8084136083177874,0.8084136083177874,0.6314662162377181,0.6309697715586947,0.6317954351109336,0.6317954351109336,0.43466570395865833,0.43610730912978546,0.4337050746702503,0.4337050746702503,0.7713479834601331,0.7713015536227955,0.771383230596258,0.771383230596258,0.7641468716433704,0.7642393264802414,0.7640777628547364,0.7640777628547364,0.9018828525393033,0.9021758235531566,0.9016875085910818,0.9016875085910818,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.9910205153068661,0.9902230070203342,0.9915518875430666,0.9915518875430666,0.7233928885808238,0.7240876593086958,0.7229300088837101,0.7229300088837101,0.9251157895443042,0.9244335758755644,0.9255697455316202,0.9255697455316202,1.0,1.0,1.0,1.0,0.7405727505995954,0.7416755376426771,0.7398402262215745,0.7398402262215745,0.7595909749662251,0.7606751193524763,0.758872269167722,0.758872269167722,0.7309883748297761,0.7318751676175923,0.7303949034488648,0.7303949034488648,0.5557119191779901,0.5573745856761599,0.5546007436589829,0.5546007436589829,0.752180614680061,0.7513167901362239,0.7527500771106949,0.7527500771106949,0.7437659434999545,0.7435267667080117,0.7439074458053427,0.7439074458053427,0.8985849512895084,0.8982645513609235,0.8987980514536271,0.8987980514536271,0.6377042293548584,0.6377042293548584,0.6377042293548584,0.6377042293548584,24.319483852386476,39.28137159347534,53.29125599861145,73.18636736869811,200041.8,80473.2,119568.6,119568.6
0002_GlobalMean,384472,2416,3557,3624 user sample,GlobalMean,1.1171014483447932,1.1080338085700245,1.1227244015120594,1.1227244015120594,0.9337110080287754,0.9263271220297273,0.9383215775705054,0.9383215775705054,0.629233050950784,0.6324702509520976,0.6270771996774244,0.6270771996774244,0.6278396033832874,0.6311865798576617,0.625611331876579,0.625611331876579,0.570469128070555,0.5839933899123688,0.5614663320169638,0.5614663320169638,0.371080757250727,0.3831046582051819,0.36307771714606074,0.36307771714606074,0.5917937384320255,0.5958737660997537,0.5891494184378692,0.5891494184378692,0.5795650977116619,0.5837581897860266,0.5767954626907743,0.5767954626907743,0.827701156721691,0.8290387548168299,0.826809285483372,0.826809285483372,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.7247514740304561,0.7119777633903535,0.7332666914055181,0.7332666914055181,0.925513879947222,0.919896594603113,0.9292585912244984,0.9292585912244984,1.0,1.0,1.0,1.0,0.592555616628931,0.5975945934146953,0.589225264728673,0.589225264728673,0.5921802902994807,0.5978326637376247,0.5884414394160242,0.5884414394160242,0.6726625408038387,0.6851876505190674,0.6643630709014176,0.6643630709014176,0.48944863482179823,0.5034830067984085,0.4801472613047187,0.4801472613047187,0.5862040024562436,0.5897037576238938,0.5839817822048928,0.5839817822048928,0.5792380998988691,0.584247302738727,0.5759979969191626,0.5759979969191626,0.8326433223425924,0.835801862471205,0.8305370776055534,0.8305370776055534,0.24682884216308593,0.24682884216308593,0.24682884216308593,0.24682884216308593,29.797787809371947,42.0431369304657,58.709201431274415,78.25936088562011,200041.8,76894.4,123147.4,123147.4
0002_MovieMean,384472,2416,3557,3624 user sample,MovieMean,0.9833676788847857,0.9746586180977339,0.9887612191277739,0.9887612191277739,0.7861271023167715,0.7783278813755857,0.7909970116736098,0.7909970116736098,0.7836699390811566,0.7836458936916213,0.7836868254707604,0.7836868254707604,0.807780265267113,0.8082705914727646,0.8074545029441724,0.8074545029441724,0.6315164212592688,0.6447873001078279,0.6226814662870559,0.6226814662870559,0.43446280446609953,0.44691099544931634,0.42617780782184117,0.42617780782184117,0.7717426986440652,0.7746577699002527,0.7698597230888776,0.7698597230888776,0.764079809771587,0.766611894694266,0.7624067013221556,0.7624067013221556,0.9014859278110023,0.9023029050761646,0.9009414699086614,0.9009414699086614,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.992047740987771,0.9911364171709401,0.9926550601257823,0.9926550601257823,0.7247514740304561,0.7119777633903535,0.7332666914055181,0.7332666914055181,0.925513879947222,0.919896594603113,0.9292585912244984,0.9292585912244984,1.0,1.0,1.0,1.0,0.74156642944222,0.7428807082205886,0.7407019851295192,0.7407019851295192,0.7604232101588192,0.7629070225200929,0.7587846054051093,0.7587846054051093,0.7315331594544181,0.7419365495948016,0.7246414627747628,0.7246414627747628,0.5550516840473867,0.568586239588273,0.5460859926390398,0.5460859926390398,0.7525040106059375,0.7533881527435053,0.7519463447585077,0.7519463447585077,0.7434284575083631,0.7462466235966898,0.7416092941849664,0.7416092941849664,0.8983368321658756,0.8998374121864534,0.8973361980311563,0.8973361980311563,0.6201984882354736,0.6201984882354736,0.6201984882354736,0.6201984882354736,18.437930393218995,33.978511333465576,47.98158450126648,69.46512937545776,200041.8,76894.4,123147.4,123147.4
0003_GlobalMean,414351,2416,3593,3624 user sample,GlobalMean,1.1171139495549323,1.1168742288101645,1.1172820667904253,1.1172820667904253,0.9330746625947898,0.9333133844037315,0.9329058199534869,0.9329058199534869,0.6278833246307967,0.6250253543805123,0.62979208804939,0.62979208804939,0.6267775078915935,0.6224385606698241,0.6296747494255768,0.6296747494255768,0.5711891582482406,0.556985319836006,0.580656894420546,0.580656894420546,0.37042925529270937,0.3564810003478561,0.37973029851285167,0.37973029851285167,0.5933310300746539,0.5896683405123959,0.5958302608150448,0.5958302608150448,0.5795638077737341,0.5745455770555333,0.5829449832447124,0.5829449832447124,0.8273943645549682,0.8260737165249201,0.828274707612944,0.828274707612944,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.7265197372821816,0.7407845000287023,0.7170081410569823,0.7170081410569823,0.9253333097444866,0.9308273970136804,0.9216714804699218,0.9216714804699218,1.0,1.0,1.0,1.0,0.5918971050524855,0.5899073382019948,0.5932288998254063,0.5932288998254063,0.5918095559507714,0.5891263327435543,0.5936068098916056,0.5936068098916056,0.6730432164921969,0.6590413580932469,0.6824110776407054,0.6824110776407054,0.4879169899125292,0.4725501212386473,0.498196637407632,0.498196637407632,0.5871531329380395,0.5842654070029166,0.5891876414798805,0.5891876414798805,0.5802175851207678,0.5729000280081394,0.5851842652947299,0.5851842652947299,0.8322696587334149,0.8305943520444913,0.8333912783065465,0.8333912783065465,0.28892741203308103,0.28892741203308103,0.28892741203308103,0.28892741203308103,26.352100133895874,45.211520719528195,64.82459421157837,81.52474641799927,200041.8,82870.2,117171.6,117171.6
0003_MovieMean,414351,2416,3593,3624 user sample,MovieMean,0.9826032913640127,0.981428272723042,0.9834318788463037,0.9834318788463037,0.7836763709766267,0.7829051101337081,0.7842218471757775,0.7842218471757775,0.7842586273200436,0.7839721046892436,0.7844515389856912,0.7844515389856912,0.8084287254275294,0.8085335364635078,0.8083614789740612,0.8083614789740612,0.6316328416535935,0.6188387546423637,0.6401604525307806,0.6401604525307806,0.4347313936873244,0.4211583871772503,0.44378054287646335,0.44378054287646335,0.771787185075033,0.770517822414057,0.7726327819591526,0.7726327819591526,0.7644554137040974,0.7631944684711593,0.7653046745722144,0.7653046745722144,0.90183505587713,0.9015301287256008,0.9020381491415662,0.9020381491415662,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.9913171046265618,0.9912194712314397,0.9913829801800651,0.9913829801800651,0.7265197372821816,0.7407845000287023,0.7170081410569823,0.7170081410569823,0.9253333097444866,0.9308273970136804,0.9216714804699218,0.9216714804699218,1.0,1.0,1.0,1.0,0.7422190517267295,0.7421468318673478,0.7422716040577899,0.7422716040577899,0.7606034278438334,0.7612719836340879,0.7601646852399497,0.7601646852399497,0.7313703514611393,0.7197355223951919,0.7391567458598345,0.7391567458598345,0.5557641976097192,0.5429182156787593,0.5643591232497378,0.5643591232497378,0.7524661304869128,0.7509042031888756,0.7535664620169518,0.7535664620169518,0.7436083653051243,0.7404261487298379,0.7457622787984891,0.7457622787984891,0.8986930149870058,0.8978505287451233,0.8992569347003035,0.8992569347003035,0.6280799865722656,0.6280799865722656,0.6280799865722656,0.6280799865722656,26.233472394943238,42.76214442253113,59.39169201850891,85.10653910636901,200041.8,82870.2,117171.6,117171.6
0004_GlobalMean,398150,2416,3563,3624 user sample,GlobalMean,1.117108288974961,1.11413323417722,1.1190701111314272,1.1190701111314272,0.9333770783637526,0.9306011749935565,0.9352128222442497,0.9352128222442497,0.6281188023654424,0.6289612588822209,0.6275577683894429,0.6275577683894429,0.6276889804694632,0.6278782933771951,0.6275629221538334,0.6275629221538334,0.571021641851082,0.5729207586218144,0.5697544130733408,0.5697544130733408,0.3703802089215288,0.3702275306269582,0.3704819951601882,0.3704819951601882,0.5925993327418083,0.5945545730209466,0.5912838613622531,0.5912838613622531,0.5789933822994535,0.5786098410935707,0.5792442656368855,0.5792442656368855,0.8272587939833776,0.8270518104243022,0.827396712238618,0.827396712238618,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.724754153669587,0.7290642908676349,0.7218811589914714,0.7218811589914714,0.9247284936585854,0.9271929567218298,0.9230850758575974,0.9230850758575974,1.0,1.0,1.0,1.0,0.5937859976388578,0.5933614693254128,0.5940774606084831,0.5940774606084831,0.5932373203628654,0.5917402881177654,0.5942511029665363,0.5942511029665363,0.6726132715120008,0.6758875524246678,0.6704219910535854,0.6704219910535854,0.4883259137069982,0.4905343567897969,0.4868438222407133,0.4868438222407133,0.5870204939241461,0.5876435659866176,0.5866013746568894,0.5866013746568894,0.5788249554285213,0.5787263622088946,0.5788886107893261,0.5788886107893261,0.831771616973418,0.8314837365359692,0.8319629907698953,0.8319629907698953,0.2521002769470215,0.2521002769470215,0.2521002769470215,0.2521002769470215,25.894674921035765,41.107220792770384,57.17824363708496,75.63781104087829,200041.8,79630.0,120411.8,120411.8
0004_MovieMean,398150,2416,3563,3624 user sample,MovieMean,0.9831535233053138,0.980243713498032,0.9850721960431329,0.9850721960431329,0.7843034839547176,0.7813465416557627,0.7862589503119498,0.7862589503119498,0.7840698382602266,0.7835531106035326,0.7844152098991671,0.7844152098991671,0.8094574317271386,0.8074298732230145,0.8108107437216001,0.8108107437216001,0.6316050680820343,0.6320174066850616,0.631330032746123,0.631330032746123,0.43510512745589286,0.4345827904164639,0.43545375704943756,0.43545375704943756,0.7712616196034098,0.7712931363740981,0.7712457371046995,0.7712457371046995,0.7648016301755559,0.7637973921809507,0.7654750567401767,0.7654750567401767,0.9021521087192402,0.9019357819640368,0.902296510273762,0.902296510273762,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.9913860104938934,0.9920481108621774,0.9909448837146894,0.9909448837146894,0.724754153669587,0.7290642908676349,0.7218811589914714,0.7218811589914714,0.9247284936585854,0.9271929567218298,0.9230850758575974,0.9230850758575974,1.0,1.0,1.0,1.0,0.7417983583671106,0.7389551452770438,0.7437091924244859,0.7437091924244859,0.7610008899079377,0.7560919699222132,0.7642866038354117,0.7642866038354117,0.7306181682608682,0.7340831615962023,0.7283037628485493,0.7283037628485493,0.555302632640361,0.5561661773861448,0.5547208232955145,0.5547208232955145,0.7516271516738214,0.7514164272819511,0.7517538988570117,0.7517538988570117,0.7431921539248473,0.74107147295168,0.7446156686680458,0.7446156686680458,0.8985477202849722,0.8977650441573898,0.8990710511820728,0.8990710511820728,0.6212536334991455,0.6212536334991455,0.6212536334991455,0.6212536334991455,23.862152099609375,37.86393194198608,50.25706830024719,69.37164030075073,200041.8,79630.0,120411.8,120411.8
