,mae increase,rmse increase,precision10t4 decrease,recall10t4 decrease,ndcg10 decrease,num_ratings,num_users,fit_time,test_time
1,0.00010436491267440395,0.00024869266929195,0.0029174810565513187,0.0009324684505500613,0.0005547324388951447,99728,942,5.403210067749024,0.34534130096435545
2,0.00015228677382594924,0.0003588838017254403,-0.002152183738872715,-0.00198103893493351,-0.0018805848641907374,99938,942,5.6834173679351805,0.3339874744415283
3,-0.0005128083215784063,-0.00047030530241765067,-0.0035147630536700447,0.0021313792601175274,0.0006330648634367275,99946,942,5.985168313980102,0.38388376235961913
4,-0.001513147106270929,-0.001278796553579653,-0.002870490371336132,-0.0006086623637975852,0.007495410071747366,99976,942,5.773528337478638,0.37448849678039553
5,-0.0010007237161198113,-0.001436511806805263,-0.005724003056598148,-0.0015124528506059165,0.002667787948501643,99825,942,5.640395975112915,0.29508609771728517
6,0.00010079671623941522,0.00032133128698519364,0.0008473533572385117,0.0006466025513848228,0.0009274481696157633,99789,942,5.316578340530396,0.26907715797424314
7,-0.0008601816824922448,-0.0005276442609174481,-0.003644851983750641,0.001039472200997149,0.008585703713228865,99597,942,5.706921625137329,0.3220736026763916
8,-0.00032645181781232324,-0.0003651284994862225,-0.0032285469363593222,-0.00037309186151063267,0.005414214346671442,99941,942,5.569181728363037,0.3310363292694092
9,3.821031549078313e-05,0.00028659169795131056,-0.004712459535131108,0.005893580658637376,0.004550228619350283,99978,942,5.8650964260101315,0.3659736156463623
10,0.0002918422966720069,0.0006295508765260527,-0.001090640683535593,-0.0005058596299611917,-0.0039347836829098926,99816,942,5.779236316680908,0.2874586582183838
11,-0.0005194478126512303,-0.0009490956588027455,-0.0030551788318182727,0.001720423708749419,0.008953729668051746,99819,942,5.823926162719727,0.39845976829528806
12,0.0003542672992322693,0.0004097111170863199,0.001786022820547184,-0.0017888392607183778,-0.0031222281569429633,99949,942,5.334648084640503,0.4078213691711426
13,-0.004218939384553533,-0.005631916365522405,-0.005797253609673425,-0.0014990214665083212,0.004641034451588588,99364,942,5.790160274505615,0.34589271545410155
14,-0.0008863144490951491,-0.0013923504669797193,-0.00013266585949800458,0.0026542016948988834,0.0067933522961765025,99902,942,5.858702611923218,0.2956204414367676
15,0.0010744693349468148,0.001990600233427786,0.0013395339458384115,-0.0021784359777936024,0.0019206529408083428,99896,942,5.980713653564453,0.46911139488220216
16,-0.0004639503785908161,-0.00023528508626846634,-0.0020111063226287973,0.003213958246738091,-0.004278669556623593,99860,942,5.784703493118286,0.27742462158203124
17,-3.0280759977352467e-05,-0.0002790094447090441,-0.0027740542598194695,-0.0032131514390144056,-0.001915492871343516,99972,942,5.8713682174682615,0.35167322158813474
18,-0.0022477779455335467,-0.00245540322094262,-0.005118313932046981,0.0015987038992544278,0.006788597905644456,99723,942,5.760327672958374,0.3058805465698242
19,-0.00019308799213402228,-0.00028011707901176575,-0.007876105581467674,-0.00032014493633963914,0.008015429729324786,99980,942,5.6353942394256595,0.2938543796539307
20,-0.001164575703310522,-0.0015799215611828066,-0.002286211412453998,-0.006186183841045134,-0.0002668627499498033,99952,942,5.961632108688354,0.2600255966186523
21,-0.00040906161743281544,-3.291032324115317e-05,0.001020030186419163,0.0003714269036738105,0.006070945899701141,99821,942,6.014736843109131,0.31104698181152346
22,-0.00043722632208043066,0.000578729180353954,-0.0027832351646619458,0.0007963818394808864,0.0011736533607886734,99872,942,5.7782971382141115,0.2383056640625
23,-0.002639036321824495,-0.0028901558237458547,-0.0021555031039042216,0.0015318381671046155,-0.00040525687499537444,99849,942,5.724172878265381,0.4173293113708496
24,-0.0007135067799279859,-0.0013324053490115784,-0.002675882828495957,-0.002909275200288164,0.007007369317838741,99932,942,5.76666750907898,0.5407955646514893
25,-0.0008296296657466229,-0.0014391056878616526,-0.003799455552874531,0.0006257423924237449,0.0030359283454296504,99922,942,5.6767477035522464,0.36702394485473633
26,-0.0009301883313208581,-0.0005640422894996888,-0.002307853301866891,-0.0019469705175174656,0.004254136285364973,99893,942,5.841253995895386,0.3907295227050781
27,-0.0003087653821641778,0.0002765617141534671,-0.0027431546790047667,0.0012540856554763558,-0.003818298172167278,99975,942,5.763585424423217,0.2920665740966797
28,-0.0008178397359727141,-0.0004147311234022899,-0.0041498071446675056,-0.0004364254989198124,-0.0051234595710276665,99921,942,5.535615396499634,0.3859736442565918
29,-0.0003536741133381982,1.7704586718791937e-05,-0.002031834206356775,-0.0043046007029732825,0.00486810342629318,99966,942,5.683124828338623,0.4211397647857666
30,0.0004982553569328196,0.0010547737001088686,-0.0018216407352420472,0.002726075890830515,-0.003415379710169142,99957,942,5.385417842864991,0.31658272743225097
31,-0.00044968818973123437,-0.000332543617967751,-0.0049110167098381785,-0.0023299468285319924,0.0061299656545961145,99964,942,5.775342988967895,0.3720754623413086
32,-0.00097630813740468,-0.0005550726328139577,-0.0035028877960335825,-0.00026477342912817337,0.0031500343502974815,99959,942,5.798876237869263,0.35220680236816404
33,0.0004056167640619224,0.0011636097966635228,-0.003786023051619569,0.004299402915839856,-0.0003973762536089165,99976,942,5.762911033630371,0.30095367431640624
34,7.887629428082743e-05,0.00010701820789138505,-0.0005302745386002172,0.0035687377789277996,0.00023546571619681433,99980,942,5.538115692138672,0.25678443908691406
35,-0.0024809978940443234,-0.0026896231370746593,-0.0007653147406457839,-0.0011266816235753763,0.00298720625523885,99975,942,5.494974422454834,0.295565128326416
36,-0.00015691138493378887,-0.0007816592901673802,-0.0035184501044882577,-0.0014888086217412777,0.003736474594443817,99980,942,6.007292938232422,0.500266695022583
37,-0.0007083836924698383,-0.0007665769163931468,-0.003079941615270254,-0.0014103572858428781,0.001855487225073671,99943,942,5.856851959228516,0.26377854347229
38,-0.001935078574322402,-0.001985014679556363,-0.0006658580117328006,-0.004342977150813887,-0.0033045058259562055,99879,942,5.9940025806427,0.2929531574249268
39,-0.0009236287147798006,-0.0010149391999437762,-0.004482239075521921,-0.004674588575877103,0.00030576758726663655,99978,942,5.5366801738739015,0.3969433307647705
40,-0.000141097554722025,-3.7469815760138303e-06,0.0013562766803435489,0.00024751604273676175,-0.00041267610047024395,99965,942,5.326291894912719,0.31110520362854005
41,-0.0009213107787020558,-0.00025076569628978973,-0.003872159269560971,0.005272010010488437,0.003925559281565683,99948,942,5.823419237136841,0.33870744705200195
42,-0.0015954828161817147,-0.001380546800511473,-0.0038632457327881786,-0.002907831566385022,0.003120540606565192,99817,942,5.8545880794525145,0.3154125213623047
43,-0.0009095606447071525,-0.0013269351105549276,-0.0016123656723049384,0.0032617746680163595,0.0021274384148315395,99779,942,5.629052591323853,0.4214620590209961
44,-0.00022633475890165844,-0.0004351594623299704,-0.004218312342075592,-0.0006349479515474488,0.0032110184808316067,99849,942,5.673601579666138,0.25655288696289064
45,-0.0005947545200563065,-0.00013829183541214096,-0.002515879511864494,-0.004014574054473086,-0.00518579154624188,99952,942,5.62730188369751,0.34131808280944825
