,num_ratings,num_users,num_movies,name,algo_name,rmse_all,rmse_non-boycott,rmse_boycott,rmse_all-like-boycott,mae_all,mae_non-boycott,mae_boycott,mae_all-like-boycott,prec10t4_all,prec10t4_non-boycott,prec10t4_boycott,prec10t4_all-like-boycott,prec5t4_all,prec5t4_non-boycott,prec5t4_boycott,prec5t4_all-like-boycott,rec10t4_all,rec10t4_non-boycott,rec10t4_boycott,rec10t4_all-like-boycott,rec5t4_all,rec5t4_non-boycott,rec5t4_boycott,rec5t4_all-like-boycott,ndcg10_all,ndcg10_non-boycott,ndcg10_boycott,ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,prec10t4_frac_all,prec10t4_frac_non-boycott,prec10t4_frac_boycott,prec10t4_frac_all-like-boycott,prec5t4_frac_all,prec5t4_frac_non-boycott,prec5t4_frac_boycott,prec5t4_frac_all-like-boycott,rec10t4_frac_all,rec10t4_frac_non-boycott,rec10t4_frac_boycott,rec10t4_frac_all-like-boycott,rec5t4_frac_all,rec5t4_frac_non-boycott,rec5t4_frac_boycott,rec5t4_frac_all-like-boycott,ndcg10_frac_all,ndcg10_frac_non-boycott,ndcg10_frac_boycott,ndcg10_frac_all-like-boycott,ndcg5_frac_all,ndcg5_frac_non-boycott,ndcg5_frac_boycott,ndcg5_frac_all-like-boycott,ndcgfull_frac_all,ndcgfull_frac_non-boycott,ndcgfull_frac_boycott,ndcgfull_frac_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_MovieMean,7654,60,1935,5980 user sample,MovieMean,1.1482541715860979,1.1236559119012215,1.1484416062511205,1.1484416062511205,0.8965655432287699,0.8806873377342267,0.896687988989024,0.896687988989024,0.8277287314909518,0.8438976920270024,0.8275651761187953,0.8275651761187953,0.772901634165648,0.803896551724138,0.7725883244673982,0.7725883244673982,0.608112198297249,0.6324083187823593,0.6078680743043767,0.6078680743043767,0.40855925157813494,0.43655816259495667,0.40827787766675794,0.40827787766675794,0.6835103002995135,0.6963343557780081,0.6833816437588657,0.6833816437588657,0.6673693778090147,0.677655497065551,0.6672679488785012,0.6672679488785012,0.8673477140260012,0.8690503489583865,0.8673306056380738,0.8673306056380738,0.9917828128535128,0.9933333333333334,0.9917672359550641,0.9917672359550641,0.9917828128535128,0.9933333333333334,0.9917672359550641,0.9917672359550641,0.9917828128535128,0.9933333333333334,0.9917672359550641,0.9917672359550641,0.9917828128535128,0.9933333333333334,0.9917672359550641,0.9917672359550641,0.724859958175134,0.7033333333333334,0.7250760856583642,0.7250760856583642,0.924985850725084,0.8933333333333333,0.9253036324104025,0.9253036324104025,1.0,1.0,1.0,1.0,0.01479167938232422,0.01479167938232422,0.01479167938232422,0.01479167938232422,7.930157804489136,11.551980113983154,18.849268674850464,29.38295750617981,200041.8,1530.8,198511.0,198511.0
0001_MovieMean,8134,60,2094,5980 user sample,MovieMean,1.161655888872934,1.1764533162602975,1.1615328682306534,1.1615328682306534,0.9026085105452607,0.9190164422996052,0.9024739884880612,0.9024739884880612,0.8256106875199652,0.8458789910600256,0.8254065432559579,0.8254065432559579,0.7716112786965735,0.7969444444444445,0.7713562411195618,0.7713562411195618,0.6068482592641222,0.6213600929817346,0.6067022292229871,0.6067022292229871,0.40727876496993715,0.4301946625872265,0.4070482322203796,0.4070482322203796,0.6798564707983342,0.6847791028904406,0.6798081342474566,0.6798081342474566,0.6626730859792385,0.6847047648588142,0.6624518850271734,0.6624518850271734,0.8658933633471146,0.8692154723090508,0.8658600106558678,0.8658600106558678,0.9912835091466483,0.9933333333333334,0.9912628847610492,0.9912628847610492,0.9912835091466483,0.9933333333333334,0.9912628847610492,0.9912628847610492,0.9912835091466483,0.9933333333333334,0.9912628847610492,0.9912628847610492,0.9912835091466483,0.9933333333333334,0.9912628847610492,0.9912628847610492,0.7253741960920714,0.6900000000000001,0.7257295471003951,0.7257295471003951,0.9232405082418392,0.9266666666666665,0.9232060581428513,0.9232060581428513,1.0,1.0,1.0,1.0,0.014995861053466796,0.014995861053466796,0.014995861053466796,0.014995861053466796,7.240001153945923,10.678484010696412,19.040619325637817,31.128150749206544,200041.8,1626.8,198415.0,198415.0
0002_MovieMean,10885,60,2606,5980 user sample,MovieMean,1.115555831312811,1.1481301439221485,1.1151915004353632,1.1151915004353632,0.8786185549902182,0.9053726543146615,0.8783241939665979,0.8783241939665979,0.8296142524413923,0.8239553457398283,0.8296715071630245,0.8296715071630245,0.776863018641345,0.7704616858237547,0.7769277595638078,0.7769277595638078,0.6097569095941171,0.6212941782756415,0.6096408215753998,0.6096408215753998,0.41157223940237736,0.40979345098347697,0.41159015468118687,0.41159015468118687,0.6842760751031387,0.6911290683674924,0.6842000098026841,0.6842000098026841,0.6695064132600308,0.6700279181654744,0.6694960998672991,0.6694960998672991,0.8686907100321903,0.8682827017680819,0.8686947430838223,0.8686947430838223,0.9916179909353264,0.9966101694915255,0.9915675972887735,0.9915675972887735,0.9916179909353264,0.9966101694915255,0.9915675972887735,0.9915675972887735,0.9916179909353264,0.9966101694915255,0.9915675972887735,0.9915675972887735,0.9916179909353264,0.9966101694915255,0.9915675972887735,0.9915675972887735,0.7228904953445066,0.7457062146892655,0.7226611327457272,0.7226611327457272,0.9267139553123933,0.9363841807909605,0.926616545292385,0.926616545292385,1.0,1.0,1.0,1.0,0.029706764221191406,0.029706764221191406,0.029706764221191406,0.029706764221191406,7.926246452331543,11.633694458007813,19.340503644943237,29.82591505050659,200041.8,2177.0,197864.8,197864.8
0003_MovieMean,8832,60,2010,5980 user sample,MovieMean,1.1194897886224244,1.072134999712399,1.1199014176897157,1.1199014176897157,0.8765732319932326,0.8314443389063012,0.8769752866817863,0.8769752866817863,0.8388321851512164,0.8359748677248678,0.8388611205693446,0.8388611205693446,0.7949446051319188,0.7847777777777777,0.7950475546360176,0.7950475546360176,0.6118799420218435,0.6039448729311778,0.6119602246860316,0.6119602246860316,0.4140514456349488,0.3850881786686801,0.41434465740068493,0.41434465740068493,0.7053054330754438,0.7037066619053864,0.7053011100180814,0.7053011100180814,0.6926887678432551,0.6918763515660415,0.6926918635817528,0.6926918635817528,0.8752387848150862,0.8781705547916484,0.8752093497296197,0.8752093497296197,0.9919827284955499,1.0,0.9919022468137481,0.9919022468137481,0.9919827284955499,1.0,0.9919022468137481,0.9919022468137481,0.9919827284955499,1.0,0.9919022468137481,0.9919022468137481,0.9919827284955499,1.0,0.9919022468137481,0.9919022468137481,0.7247557733819835,0.7733333333333334,0.7242681630289423,0.7242681630289423,0.9248280799702243,0.95,0.9245754320549203,0.9245754320549203,1.0,1.0,1.0,1.0,0.016546297073364257,0.016546297073364257,0.016546297073364257,0.016546297073364257,7.8545393466949465,11.750490140914916,19.247826385498048,29.49517140388489,200041.8,1766.4,198275.4,198275.4
0004_MovieMean,10266,60,2321,5980 user sample,MovieMean,1.0884471938756821,1.0177912660184127,1.089154062172923,1.089154062172923,0.8529704721715465,0.7941077620868531,0.853580869552299,0.853580869552299,0.8490357206755629,0.878674972506596,0.8487398947610855,0.8487398947610855,0.8087669170702124,0.8295512439290315,0.8085607252240194,0.8085607252240194,0.6169530600603436,0.6345281296003766,0.6167761334491912,0.6167761334491912,0.4191917182480614,0.4546320320616754,0.4188372933078096,0.4188372933078096,0.7172238503336885,0.7351722011267272,0.7170622947841051,0.7170622947841051,0.7045598596470591,0.7266946511096795,0.7043452632993871,0.7043452632993871,0.8795766521636874,0.8880214718780497,0.8794926916031883,0.8794926916031883,0.9913827926034096,0.9865536723163842,0.9914304907559399,0.9914304907559399,0.9913827926034096,0.9865536723163842,0.9914304907559399,0.9914304907559399,0.9913827926034096,0.9865536723163842,0.9914304907559399,0.9914304907559399,0.9913827926034096,0.9865536723163842,0.9914304907559399,0.9914304907559399,0.7240250832654581,0.6655932203389832,0.7246102175548689,0.7246102175548689,0.9251321224080691,0.886271186440678,0.9255208526310389,0.9255208526310389,1.0,1.0,1.0,1.0,0.020459842681884766,0.020459842681884766,0.020459842681884766,0.020459842681884766,5.7087156772613525,8.230433130264283,13.222427368164062,19.8493061542511,200041.8,2053.2,197988.6,197988.6
0005_MovieMean,10268,60,2371,5980 user sample,MovieMean,1.1142475651946264,1.1529884287063048,1.1138380125670446,1.1138380125670446,0.8772249494006177,0.9083925667537793,0.8769016704125787,0.8769016704125787,0.8393938825318845,0.845243924311721,0.8393357482488468,0.8393357482488468,0.7936133115817909,0.8059149179445789,0.7934895133153483,0.7934895133153483,0.6134859702584148,0.6365143955866016,0.61325606214115,0.61325606214115,0.41574502104356775,0.4545554891621667,0.4153573619764154,0.4153573619764154,0.7026384990948616,0.6859038561564812,0.7027877723114614,0.7027877723114614,0.6878579622704374,0.6821855025844205,0.6879105408248646,0.6879105408248646,0.8748100104713161,0.8722474687090704,0.874834981562517,0.874834981562517,0.9915845104017684,0.9866666666666667,0.9916345092696485,0.9916345092696485,0.9915845104017684,0.9866666666666667,0.9916345092696485,0.9916345092696485,0.9915845104017684,0.9866666666666667,0.9916345092696485,0.9916345092696485,0.9915845104017684,0.9866666666666667,0.9916345092696485,0.9916345092696485,0.7253421643620307,0.6645197740112995,0.7259495472266232,0.7259495472266232,0.9230689853412137,0.9095480225988701,0.9232054717105042,0.9232054717105042,1.0,1.0,1.0,1.0,0.011943578720092773,0.011943578720092773,0.011943578720092773,0.011943578720092773,4.368032598495484,6.7147789478302,11.989737606048584,19.03412175178528,200041.8,2053.6,197988.2,197988.2
0006_MovieMean,6650,60,1828,5980 user sample,MovieMean,1.1435595252346507,1.098536111574642,1.1438529621148348,1.1438529621148348,0.8985618591673623,0.8607675592001105,0.8988148207196456,0.8988148207196456,0.8306633743684204,0.8201449964364773,0.8307664668528499,0.8307664668528499,0.7820495113979076,0.7931995242343146,0.7819398538265381,0.7819398538265381,0.6075293676605473,0.6650983052723655,0.6069566042147219,0.6069566042147219,0.4096207192712873,0.44997942504818916,0.40922069827839636,0.40922069827839636,0.6926908898940671,0.7130769371535884,0.6924939425936184,0.6924939425936184,0.6786706683038297,0.6949104110073285,0.6785061836413224,0.6785061836413224,0.8696933268965447,0.8701733655369847,0.8696887473203219,0.8696887473203219,0.9912500188724425,0.9832203389830507,0.9913297867274979,0.9913297867274979,0.9912500188724425,0.9832203389830507,0.9913297867274979,0.9913297867274979,0.9912500188724425,0.9832203389830507,0.9913297867274979,0.9913297867274979,0.9912500188724425,0.9832203389830507,0.9913297867274979,0.9913297867274979,0.7252088491185164,0.7023728813559321,0.7254377146472091,0.7254377146472091,0.9254272018795484,0.9230508474576272,0.9254505971952192,0.9254505971952192,1.0,1.0,1.0,1.0,0.006412076950073242,0.006412076950073242,0.006412076950073242,0.006412076950073242,4.813411664962769,7.028168869018555,11.365211725234985,18.71574478149414,200041.8,1330.0,198711.8,198711.8
0007_MovieMean,11092,60,2337,5980 user sample,MovieMean,1.1210557351611432,1.1071323781490074,1.1212088249095415,1.1212088249095415,0.8738915673764355,0.8659137207616057,0.8739810352756047,0.8739810352756047,0.8388456106952293,0.8627520850147968,0.8386038180170194,0.8386038180170194,0.7896694103289782,0.7997340411715046,0.7895672144182266,0.7895672144182266,0.6129279307417889,0.5606219182087171,0.6134507646484348,0.6134507646484348,0.4139039864996585,0.3699651673015359,0.4143430756127827,0.4143430756127827,0.6993017840935607,0.7059188978595838,0.6992307003916542,0.6992307003916542,0.6832628995863749,0.6751326543164253,0.6833449482894218,0.6833449482894218,0.873493348221437,0.871665492511626,0.8735117414436326,0.8735117414436326,0.9911830939914441,0.99,0.9911950192240955,0.9911950192240955,0.9911830939914441,0.99,0.9911950192240955,0.9911950192240955,0.9911830939914441,0.99,0.9911950192240955,0.9911950192240955,0.9911830939914441,0.99,0.9911950192240955,0.9911950192240955,0.7255225968693529,0.75,0.7252767518816912,0.7252767518816912,0.9252567372621214,0.9166666666666666,0.9253430440447972,0.9253430440447972,1.0,1.0,1.0,1.0,0.021159267425537108,0.021159267425537108,0.021159267425537108,0.021159267425537108,4.758952283859253,6.9820653915405275,11.564040374755859,17.222197771072388,200041.8,2218.4,197823.4,197823.4
0008_MovieMean,9518,60,2197,5980 user sample,MovieMean,1.1319666136730073,1.1128896225940565,1.1321474190055831,1.1321474190055831,0.8864015005475441,0.86840129385315,0.8865744083529024,0.8865744083529024,0.8362595462803164,0.8377648192987175,0.8362444105704903,0.8362444105704903,0.7868814562733186,0.8290960451977402,0.7864553467695566,0.7864553467695566,0.6113206389268995,0.5977770956794032,0.6114572726513281,0.6114572726513281,0.4124430168581843,0.4124354353601828,0.4124427370315022,0.4124427370315022,0.6989738526413309,0.7125513954645755,0.6988329758807257,0.6988329758807257,0.6836518319990897,0.6935389989260626,0.6835550679679413,0.6835550679679413,0.8731400460538798,0.879688306270155,0.8730743075071482,0.8730743075071482,0.9919815924930712,0.9966666666666667,0.9919345438940953,0.9919345438940953,0.9919815924930712,0.9966666666666667,0.9919345438940953,0.9919345438940953,0.9919815924930712,0.9966666666666667,0.9919345438940953,0.9919345438940953,0.9919815924930712,0.9966666666666667,0.9919345438940953,0.9919345438940953,0.7249264601807669,0.7466666666666667,0.7247081896738454,0.7247081896738454,0.9250847101157295,0.89,0.9254369628599071,0.9254369628599071,1.0,1.0,1.0,1.0,0.009943771362304687,0.009943771362304687,0.009943771362304687,0.009943771362304687,3.912563848495483,5.76492862701416,8.99344801902771,13.99527063369751,200041.8,1903.6,198138.2,198138.2
0009_MovieMean,8190,60,2051,5980 user sample,MovieMean,1.1516378764285782,1.1892277479674784,1.1513218898719266,1.1513218898719266,0.898835960326155,0.9330352528268298,0.8985536147839304,0.8985536147839304,0.8278565888893246,0.8196931216931216,0.827939206374167,0.827939206374167,0.7736919172124558,0.7577222222222221,0.7738536512727787,0.7738536512727787,0.6078807114503854,0.6321891875384582,0.6076344938034826,0.6076344938034826,0.40826313645265505,0.3946499828617973,0.40840098023107263,0.40840098023107263,0.6829174854951059,0.6964810871202457,0.682774273705442,0.682774273705442,0.6675302291588372,0.6686392619737389,0.6675180119012217,0.6675180119012217,0.8678269347228971,0.8589063879805552,0.8679165125844455,0.8679165125844455,0.9915831929307396,1.0,0.9914986803650481,0.9914986803650481,0.9915831929307396,1.0,0.9914986803650481,0.9914986803650481,0.9915831929307396,1.0,0.9914986803650481,0.9914986803650481,0.9915831929307396,1.0,0.9914986803650481,0.9914986803650481,0.7232087490642123,0.7433333333333334,0.7230067196484352,0.7230067196484352,0.9243483758311472,0.9533333333333334,0.924057312000604,0.924057312000604,1.0,1.0,1.0,1.0,0.009925556182861329,0.009925556182861329,0.009925556182861329,0.009925556182861329,3.4894806385040282,4.9295783042907715,8.192928075790405,12.754573345184326,200041.8,1638.0,198403.8,198403.8
